d Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 1.000000000E+01 1.273640127E+00 1.231506736E+00 4.213339100E-02 1.253920876E+00 1.216091087E+00 3.782978900E-02 1.971925100E-02 1.541564900E-02
150 1.016672606E+01 1.273680560E+00 1.231579305E+00 4.210125500E-02 1.259143205E+00 1.220619991E+00 3.852321400E-02 1.453735500E-02 1.095931400E-02
150 1.033324570E+01 1.273739632E+00 1.231684991E+00 4.205464100E-02 1.263113288E+00 1.223958159E+00 3.915512900E-02 1.062634400E-02 7.726832000E-03
150 1.049996187E+01 1.273825774E+00 1.231838414E+00 4.198736000E-02 1.266135722E+00 1.226430234E+00 3.970548800E-02 7.690052000E-03 5.408180000E-03
150 1.066670514E+01 1.273951025E+00 1.232060020E+00 4.189100500E-02 1.268443085E+00 1.228297611E+00 4.014547400E-02 5.507940000E-03 3.762409000E-03
150 1.083333839E+01 1.274132395E+00 1.232377876E+00 4.175451900E-02 1.270223953E+00 1.229772483E+00 4.045147000E-02 3.908442000E-03 2.605393000E-03
150 1.100000000E+01 1.274393476E+00 1.232829206E+00 4.156427000E-02 1.271640157E+00 1.231030509E+00 4.060964800E-02 2.753319000E-03 1.798697000E-03
150 1.116672606E+01 1.274766180E+00 1.233461201E+00 4.130497900E-02 1.272835521E+00 1.232221021E+00 4.061450000E-02 1.930659000E-03 1.240180000E-03
150 1.133324570E+01 1.275292180E+00 1.234329670E+00 4.096251000E-02 1.273940436E+00 1.233473849E+00 4.046658700E-02 1.351744000E-03 8.558210000E-04
150 1.149996187E+01 1.276023314E+00 1.235493956E+00 4.052935800E-02 1.275075011E+00 1.234901198E+00 4.017381300E-02 9.483030000E-04 5.927580000E-04
150 1.166670514E+01 1.277019833E+00 1.236998707E+00 4.002112600E-02 1.276350480E+00 1.236579833E+00 3.977064700E-02 6.693530000E-04 4.188740000E-04
150 1.183333839E+01 1.278345732E+00 1.238895820E+00 3.944991200E-02 1.277868041E+00 1.238599631E+00 3.926841000E-02 4.776910000E-04 2.961890000E-04
150 1.200000000E+01 1.280061086E+00 1.241181822E+00 3.887926400E-02 1.279714409E+00 1.240968117E+00 3.874629200E-02 3.466770000E-04 2.137050000E-04
150 1.216672606E+01 1.282212877E+00 1.243830711E+00 3.838216600E-02 1.281955503E+00 1.243672215E+00 3.828328800E-02 2.573740000E-04 1.584960000E-04
150 1.233324570E+01 1.284826747E+00 1.246795680E+00 3.803106700E-02 1.284630301E+00 1.246674190E+00 3.795611100E-02 1.964460000E-04 1.214900000E-04
150 1.249996187E+01 1.287901941E+00 1.250026764E+00 3.787517700E-02 1.287747442E+00 1.249930379E+00 3.781706300E-02 1.544990000E-04 9.638500000E-05
150 1.266670514E+01 1.291411515E+00 1.253487248E+00 3.792426700E-02 1.291286511E+00 1.253408364E+00 3.787814700E-02 1.250040000E-04 7.888400000E-05
150 1.283333839E+01 1.295309704E+00 1.257162187E+00 3.814751700E-02 1.295206193E+00 1.257096005E+00 3.811018800E-02 1.035110000E-04 6.618200000E-05
150 1.300000000E+01 1.299545351E+00 1.261057111E+00 3.848824000E-02 1.299458232E+00 1.261000622E+00 3.845761000E-02 8.711900000E-05 5.648900000E-05
180 1.000000000E+01 1.270218256E+00 1.227312778E+00 4.290547800E-02 1.251193520E+00 1.212215916E+00 3.897760400E-02 1.902473600E-02 1.509686200E-02
180 1.016672606E+01 1.270278623E+00 1.227425811E+00 4.285281200E-02 1.256428216E+00 1.216760171E+00 3.966804500E-02 1.385040700E-02 1.066564000E-02
180 1.033324570E+01 1.270366626E+00 1.227589837E+00 4.277678900E-02 1.260366470E+00 1.220115495E+00 4.025097500E-02 1.000015600E-02 7.474342000E-03
180 1.049996187E+01 1.270494511E+00 1.227826618E+00 4.266789300E-02 1.263338574E+00 1.222624151E+00 4.071442300E-02 7.155937000E-03 5.202467000E-03
180 1.066670514E+01 1.270679527E+00 1.228165942E+00 4.251358500E-02 1.265603160E+00 1.224564514E+00 4.103864600E-02 5.076367000E-03 3.601428000E-03
180 1.083333839E+01 1.270945518E+00 1.228647170E+00 4.229834800E-02 1.267371068E+00 1.226164231E+00 4.120683700E-02 3.574450000E-03 2.482939000E-03
180 1.100000000E+01 1.271324550E+00 1.229338569E+00 4.198598100E-02 1.268821255E+00 1.227572137E+00 4.124911800E-02 2.503295000E-03 1.766432000E-03
180 1.116672606E+01 1.271858125E+00 1.230252522E+00 4.160560300E-02 1.270109956E+00 1.229048524E+00 4.106143200E-02 1.748169000E-03 1.203998000E-03
180 1.133324570E+01 1.272597105E+00 1.231475789E+00 4.112131600E-02 1.271376003E+00 1.230653187E+00 4.072281600E-02 1.221102000E-03 8.226020000E-04
180 1.149996187E+01 1.273599321E+00 1.233067652E+00 4.053166900E-02 1.272743012E+00 1.232499245E+00 4.024376700E-02 8.563090000E-04 5.684070000E-04
180 1.166670514E+01 1.274924001E+00 1.235038396E+00 3.988560500E-02 1.274318347E+00 1.234638718E+00 3.967962900E-02 6.056540000E-04 3.996780000E-04
180 1.183333839E+01 1.276623472E+00 1.237393239E+00 3.923023300E-02 1.276188983E+00 1.237111945E+00 3.907703800E-02 4.344890000E-04 2.812940000E-04
180 1.200000000E+01 1.278734445E+00 1.240079505E+00 3.865494000E-02 1.278416268E+00 1.239878759E+00 3.853750900E-02 3.181770000E-04 2.007460000E-04
180 1.216672606E+01 1.281271896E+00 1.243057348E+00 3.821454800E-02 1.281032609E+00 1.242906807E+00 3.812580200E-02 2.392870000E-04 1.505410000E-04
180 1.233324570E+01 1.284227573E+00 1.246250206E+00 3.797736700E-02 1.284042057E+00 1.246133306E+00 3.790875100E-02 1.855160000E-04 1.169000000E-04
180 1.249996187E+01 1.287573507E+00 1.249617219E+00 3.795628800E-02 1.287425224E+00 1.249523323E+00 3.790190100E-02 1.482830000E-04 9.389600000E-05
