N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.047068619E+00 1.041407120E+00 1.036926309E+00 1.033609774E+00
1.600000000E+01 1.241028883E+00 1.241314286E+00 1.239921172E+00 1.241148163E+00
1.700000000E+01 1.357499096E+00 1.356623475E+00 1.355775149E+00 1.355989940E+00
1.549996187E+01 1.012691806E+00 1.011726063E+00 1.011146302E+00 1.010795651E+00
1.649996187E+01 1.311000566E+00 1.310946691E+00 1.310353651E+00 1.309855192E+00
1.674996808E+01 1.334834060E+00 1.333059458E+00 1.333141375E+00 1.332791161E+00
1.624993176E+01 1.285090444E+00 1.284434684E+00 1.283832934E+00 1.281548949E+00
1.574996808E+01 1.139654761E+00 1.142594902E+00 1.147662793E+00 1.150390878E+00
1.524993176E+01 1.020259324E+00 1.018172010E+00 1.016752801E+00 1.015842325E+00
