fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_295 001_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.390121970E-16 1.000000000E+20 1.257582857E+00 1.460614911E-16 6.796483673E-04 
001_295_SRH 001_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.156007302E-17 1.000000000E+20 1.290189275E+00 1.466614248E-16 3.226918106E-03 
002_295 002_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.612767075E-16 1.000000000E+20 1.261778232E+00 2.125896927E-16 9.169283797E-04 
002_295_SRH 002_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.525571817E-17 1.000000000E+20 1.290206201E+00 2.152649585E-16 3.238675453E-03 
003_295 003_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.934899102E-16 1.000000000E+20 1.264731825E+00 3.102604328E-16 1.197310582E-03 
003_295_SRH 003_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.095601783E-16 1.000000000E+20 1.290230584E+00 3.159559415E-16 3.255848560E-03 
004_295 004_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.398114260E-16 1.000000000E+20 1.266800264E+00 4.536277888E-16 1.512192567E-03 
004_295_SRH 004_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.589150286E-16 1.000000000E+20 1.290265565E+00 4.637391281E-16 3.280877864E-03 
005_295 005_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.088079423E-16 1.000000000E+20 1.277725520E+00 6.688159115E-16 1.854422555E-03 
005_295_SRH 005_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.292949007E-16 1.000000000E+20 1.290315309E+00 6.806324787E-16 3.317242643E-03 
006_295 006_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.040256457E-16 1.000000000E+20 1.281050843E+00 9.816680643E-16 2.191040475E-03 
006_295_SRH 006_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.284054382E-16 1.000000000E+20 1.290385155E+00 9.989422063E-16 3.369838894E-03 
007_295 007_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.375512009E-16 1.000000000E+20 1.288232264E+00 1.465971533E-15 2.531384798E-03 
007_295_SRH 007_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.655686408E-16 1.000000000E+20 1.290481424E+00 1.466065385E-15 3.445428878E-03 
008_295 008_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.160569004E-16 1.000000000E+20 1.289588960E+00 2.154396407E-15 2.846350565E-03 
008_295_SRH 008_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.554133886E-16 1.000000000E+20 1.296063474E+00 2.163136181E-15 3.555378520E-03 
009_295 009_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.149795578E-15 1.000000000E+20 1.290106185E+00 3.160094183E-15 3.155917324E-03 
009_295_SRH 009_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.086296282E-16 1.000000000E+20 1.303439387E+00 3.197529667E-15 3.738965212E-03 
010_295 010_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.448088115E-15 1.000000000E+20 1.292357707E+00 4.643947430E-15 3.485720763E-03 
010_295_SRH 010_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.221983256E-15 1.000000000E+20 1.303669065E+00 4.692223162E-15 3.930564566E-03 
011_295 011_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.832481816E-15 1.000000000E+20 1.303629566E+00 6.887552115E-15 3.883353885E-03 
011_295_SRH 011_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.602057307E-15 1.000000000E+20 1.304056171E+00 6.885587018E-15 4.186933954E-03 
012_295 012_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.291479392E-15 1.000000000E+20 1.308980485E+00 1.012177766E-14 4.255762508E-03 
012_295_SRH 012_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.078245874E-15 1.000000000E+20 1.309640702E+00 1.012138268E-14 4.486026205E-03 
013_295 013_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.781733754E-15 1.000000000E+20 1.309838351E+00 1.485353593E-14 4.705896644E-03 
013_295_SRH 013_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.580247446E-15 1.000000000E+20 1.309971128E+00 1.485171431E-14 4.889589888E-03 
014_295 014_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.305311896E-15 1.000000000E+20 1.310198606E+00 2.179720597E-14 5.236710943E-03 
014_295_SRH 014_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.170015279E-15 1.000000000E+20 1.318512618E+00 2.199118213E-14 5.411844462E-03 
015_295 015_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.972284204E-15 1.000000000E+20 1.323654937E+00 3.245420286E-14 5.875709162E-03 
015_295_SRH 015_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.797579495E-15 1.000000000E+20 1.323713371E+00 3.245286364E-14 5.987982439E-03 
016_295 016_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.584131457E-15 1.000000000E+20 1.323985748E+00 4.763093994E-14 6.489935592E-03 
016_295_SRH 016_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.420107661E-15 1.000000000E+20 1.324023093E+00 4.762971220E-14 6.585506667E-03 
017_295 017_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.292641945E-15 1.000000000E+20 1.329350340E+00 7.030235192E-14 7.188023379E-03 
017_295_SRH 017_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.211024398E-15 1.000000000E+20 1.333639829E+00 7.063831718E-14 7.300330507E-03 
018_295 018_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.257256012E-15 1.000000000E+20 1.347311016E+00 1.076980445E-13 8.063895935E-03 
018_295_SRH 018_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.108876754E-15 1.000000000E+20 1.347328563E+00 1.076972538E-13 8.121926201E-03 
019_295 019_295.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.327969477E-15 1.000000000E+20 1.352914020E+00 1.587392611E-13 8.644620423E-03 
019_295_SRH 019_295_srh.dat 295 39.3 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.185151736E-15 1.000000000E+20 1.352925860E+00 1.587384210E-13 8.690086656E-03 
