fname time Tem kT_1 n0 Eefo E_B E_T Tm dev 
B176FE100_T 1317912114 0 555 4.954655836E-07 3.990000000E-01 5.084093084E-21 0.000000000E+00 2.200000000E+00 2.746817558E-04 
B176FE101_T 1317912114 0 555 5.160555372E-07 3.990000000E-01 2.269184082E-21 0.000000000E+00 2.200000000E+00 1.922577220E-04 
B176FE102_T 1317912114 0 555 5.538717817E-07 3.990000000E-01 2.423874605E-21 0.000000000E+00 2.200000000E+00 5.001512008E-04 
B176FE103_T 1317912114 0 555 5.909309925E-07 3.990000000E-01 1.309576277E-21 0.000000000E+00 2.200000000E+00 5.847057798E-04 
B176FE140_T 1317912114 0 555 5.002125281E-07 3.990000000E-01 4.062342622E-21 0.000000000E+00 2.200000000E+00 2.235209377E-04 
B176FE141_T 1317912114 0 555 5.196298658E-07 3.990000000E-01 2.173349093E-21 0.000000000E+00 2.200000000E+00 2.535733211E-04 
B176FE142_T 1317912114 0 555 5.623409673E-07 3.990000000E-01 2.461169115E-21 0.000000000E+00 2.200000000E+00 4.913266800E-04 
B176FE210_T 1317912114 0 555 5.037963256E-07 3.990000000E-01 3.359877198E-21 0.000000000E+00 2.200000000E+00 2.101646652E-04 
B176FE211_T 1317912114 0 555 5.239909468E-07 3.990000000E-01 2.116108123E-21 0.000000000E+00 2.200000000E+00 3.649406867E-04 
B176FE212_T 1317912114 0 555 5.692271135E-07 3.990000000E-01 2.332610032E-21 0.000000000E+00 2.200000000E+00 4.241266711E-04 
B176FE310_T 1317912114 0 555 5.070665355E-07 3.990000000E-01 2.905537389E-21 0.000000000E+00 2.200000000E+00 1.890290946E-04 
B176FE311_T 1317912114 0 555 5.311824355E-07 3.990000000E-01 2.364109760E-21 0.000000000E+00 2.200000000E+00 4.758389993E-04 
B176FE312_T 1317912114 0 555 5.730636502E-07 3.990000000E-01 1.995709644E-21 0.000000000E+00 2.200000000E+00 4.374511464E-04 
B176FE460_T 1317912114 0 555 5.100813003E-07 3.990000000E-01 2.607978290E-21 0.000000000E+00 2.200000000E+00 1.703228914E-04 
B176FE461_T 1317912114 0 555 5.385082629E-07 3.990000000E-01 2.572247624E-21 0.000000000E+00 2.200000000E+00 4.360424827E-04 
B176FE462_T 1317912114 0 555 5.819134533E-07 3.990000000E-01 1.881516489E-21 0.000000000E+00 2.200000000E+00 4.790290199E-04 
B176FE680_T 1317912114 0 555 5.129711030E-07 3.990000000E-01 2.406448548E-21 0.000000000E+00 2.200000000E+00 1.686431146E-04 
B176FE681_T 1317912114 0 555 5.468178860E-07 3.990000000E-01 2.656008359E-21 0.000000000E+00 2.200000000E+00 4.881612360E-04 
B176FE682_T 1317912114 0 555 5.871746962E-07 3.990000000E-01 1.683052176E-21 0.000000000E+00 2.200000000E+00 4.902717605E-04 
