Ew Nt
4.4972676E-1 -2.0122000E+14
4.4699050E-1 2.9054306E+13
4.4425422E-1 2.0204157E+14
4.4151794E-1 2.8158522E+14
4.3878166E-1 2.5800499E+14
4.3604538E-1 1.6824885E+14
4.3330911E-1 7.5261646E+13
4.3057284E-1 2.8038122E+13
4.2783656E-1 3.6957983E+13
4.2510029E-1 7.9039775E+13
4.2236401E-1 1.2226450E+14
4.1962773E-1 1.4816100E+14
4.1689146E-1 1.5826506E+14
4.1415519E-1 1.6435249E+14
4.1141891E-1 1.7452491E+14
4.0868263E-1 1.8819615E+14
4.0594636E-1 2.0196906E+14
4.0321009E-1 2.1703460E+14
4.0047381E-1 2.3933611E+14
3.9773754E-1 2.7384426E+14
3.9500126E-1 3.2062055E+14
3.9226499E-1 3.7651861E+14
3.8952871E-1 4.3925785E+14
3.8679244E-1 5.0904567E+14
3.8405616E-1 5.8697800E+14
3.8131989E-1 6.7303795E+14
3.7858361E-1 7.6607597E+14
3.7584734E-1 8.6544955E+14
3.7311106E-1 9.7239968E+14
3.7037479E-1 1.0898759E+15
3.6763851E-1 1.2210523E+15
3.6490224E-1 1.3675452E+15
3.6216596E-1 1.5282164E+15
3.5942969E-1 1.6991461E+15
3.5669341E-1 1.8749166E+15
3.5395714E-1 2.0505090E+15
3.5122086E-1 2.2224833E+15
3.4848459E-1 2.3885736E+15
3.4574831E-1 2.5461987E+15
3.4301204E-1 2.6913027E+15
3.4027576E-1 2.8185190E+15
3.3753949E-1 2.9224331E+15
3.3480321E-1 2.9989377E+15
3.3206694E-1 3.0458543E+15
3.2933066E-1 3.0627482E+15
3.2659439E-1 3.0504039E+15
3.2385811E-1 3.0104876E+15
3.2112184E-1 2.9455417E+15
3.1838556E-1 2.8590466E+15
3.1564929E-1 2.7552541E+15
3.1291301E-1 2.6387071E+15
3.1017674E-1 2.5137422E+15
3.0744046E-1 2.3842031E+15
3.0470419E-1 2.2533649E+15
3.0196791E-1 2.1238864E+15
2.9923164E-1 1.9976829E+15
2.9649536E-1 1.8756411E+15
2.9375909E-1 1.7569061E+15
2.9102281E-1 1.6374017E+15
2.8828654E-1 1.5077599E+15
2.8555026E-1 1.3520376E+15
2.8281399E-1 1.1497126E+15
2.8007771E-1 8.8280198E+14
2.7734144E-1 5.4649122E+14
2.7460516E-1 3.5727917E+14
