N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.193297564E+00 1.193422146E+00 1.192992252E+00 1.190089939E+00 1.180833412E+00 1.155939375E+00 1.098489701E+00 1.012923902E+00 1.013857350E+00 1.016805469E+00 1.022472531E+00
1.600000000E+01 1.215647848E+00 1.217720586E+00 1.219994476E+00 1.222012776E+00 1.224345887E+00 1.226511468E+00 1.227717075E+00 1.228848373E+00 1.228970448E+00 1.227453174E+00 1.224571008E+00
1.700000000E+01 1.249558611E+00 1.251403634E+00 1.253827112E+00 1.256058345E+00 1.258769075E+00 1.261284751E+00 1.262773552E+00 1.264021331E+00 1.264128251E+00 1.262396622E+00 1.259868233E+00
1.549996187E+01 1.201072399E+00 1.202715007E+00 1.204573740E+00 1.206609698E+00 1.208437506E+00 1.209307054E+00 1.208901425E+00 1.204910509E+00 1.192975965E+00 1.165334967E+00 1.108167744E+00
1.649996187E+01 1.221782685E+00 1.224324351E+00 1.226814196E+00 1.229821688E+00 1.232680858E+00 1.234855721E+00 1.236948642E+00 1.238420129E+00 1.238589856E+00 1.238356999E+00 1.237088269E+00
1.674996808E+01 1.232054451E+00 1.234316859E+00 1.236507486E+00 1.239326981E+00 1.242065208E+00 1.244162026E+00 1.246263598E+00 1.247627985E+00 1.247670999E+00 1.247089426E+00 1.245351095E+00
1.624993176E+01 1.218575684E+00 1.220846647E+00 1.223480020E+00 1.225921057E+00 1.228687808E+00 1.231041284E+00 1.232674076E+00 1.233946711E+00 1.234638081E+00 1.233749881E+00 1.232369625E+00
1.574996808E+01 1.208841240E+00 1.210320226E+00 1.212379357E+00 1.214584354E+00 1.216747761E+00 1.218242694E+00 1.219655478E+00 1.220023414E+00 1.218172009E+00 1.213202101E+00 1.200751585E+00
1.524993176E+01 1.197257856E+00 1.198248298E+00 1.199710287E+00 1.200748908E+00 1.200629545E+00 1.197167385E+00 1.186422154E+00 1.158831549E+00 1.099027349E+00 1.009787471E+00 1.010511686E+00
