N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.209938544E+00 1.208295035E+00 1.206923286E+00 1.204973391E+00 1.201122867E+00 1.191948078E+00 1.170804561E+00 1.127069040E+00 1.048547954E+00 1.020437709E+00 1.022379595E+00
1.600000000E+01 1.247052026E+00 1.246035570E+00 1.245833995E+00 1.246031767E+00 1.247262276E+00 1.249007318E+00 1.250697576E+00 1.252862305E+00 1.254691126E+00 1.255862335E+00 1.256077754E+00
1.700000000E+01 1.293148955E+00 1.291499275E+00 1.290851225E+00 1.290693087E+00 1.292058165E+00 1.294389836E+00 1.296970659E+00 1.300496116E+00 1.304271257E+00 1.307779649E+00 1.311566341E+00
1.549996187E+01 1.224873745E+00 1.223932256E+00 1.223651030E+00 1.224118232E+00 1.224996853E+00 1.225732103E+00 1.226262202E+00 1.225316312E+00 1.220958082E+00 1.210161784E+00 1.186676360E+00
1.649996187E+01 1.260019994E+00 1.259230836E+00 1.258874482E+00 1.259889149E+00 1.261620157E+00 1.263682962E+00 1.266629450E+00 1.269947330E+00 1.273289253E+00 1.276896340E+00 1.280274085E+00
1.674996808E+01 1.273267768E+00 1.272065184E+00 1.271235118E+00 1.271931482E+00 1.273439649E+00 1.275354306E+00 1.278330900E+00 1.281902886E+00 1.285553503E+00 1.289434214E+00 1.293233979E+00
1.624993176E+01 1.253341125E+00 1.252497006E+00 1.252570200E+00 1.253131266E+00 1.254796437E+00 1.256881381E+00 1.259293977E+00 1.262037234E+00 1.265001815E+00 1.267510122E+00 1.269763068E+00
1.574996808E+01 1.236557048E+00 1.235162773E+00 1.234837413E+00 1.235274433E+00 1.236288369E+00 1.237425325E+00 1.239025995E+00 1.240327779E+00 1.240623938E+00 1.239359886E+00 1.234167178E+00
1.524993176E+01 1.217135992E+00 1.215910866E+00 1.215609356E+00 1.215583785E+00 1.215454698E+00 1.214124884E+00 1.210286415E+00 1.200068453E+00 1.177314953E+00 1.131528604E+00 1.051697236E+00
