T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.189363221E+00 1.191938541E+00 1.194007095E+00 1.199604567E+00 1.203794824E+00 1.203094230E+00 1.201204429E+00 1.204647706E+00 1.214311575E+00
295 1.189750684E+00 1.193335685E+00 1.196087530E+00 1.201552392E+00 1.206132586E+00 1.205443874E+00 1.203354899E+00 1.205850393E+00 1.214027719E+00
300 1.189301016E+00 1.194954700E+00 1.198132352E+00 1.203635749E+00 1.208236450E+00 1.207449239E+00 1.204469543E+00 1.205583918E+00 1.212298745E+00
305 1.185815293E+00 1.195902888E+00 1.200048501E+00 1.205461157E+00 1.209567924E+00 1.208490799E+00 1.205164347E+00 1.204630749E+00 1.208562550E+00
310 1.174689626E+00 1.195258538E+00 1.201484843E+00 1.207087491E+00 1.210729433E+00 1.209208244E+00 1.204758590E+00 1.202326429E+00 1.203774110E+00
315 1.145212042E+00 1.190503426E+00 1.201583062E+00 1.207569790E+00 1.211194312E+00 1.208877353E+00 1.202574896E+00 1.197941272E+00 1.197332023E+00
320 1.078831260E+00 1.176931564E+00 1.199904046E+00 1.207537524E+00 1.210207082E+00 1.207069789E+00 1.199745845E+00 1.192854743E+00 1.188548204E+00
325 1.011233860E+00 1.143479299E+00 1.193828352E+00 1.206100936E+00 1.208776963E+00 1.204545339E+00 1.195678314E+00 1.186380573E+00 1.179175073E+00
330 1.012471675E+00 1.073845358E+00 1.178249536E+00 1.201953903E+00 1.205992421E+00 1.201014530E+00 1.189637198E+00 1.177867897E+00 1.168547405E+00
335 1.015625531E+00 1.008081587E+00 1.144420215E+00 1.194086157E+00 1.201298121E+00 1.195595875E+00 1.183262943E+00 1.169153958E+00 1.153974550E+00
340 1.021340414E+00 1.009014276E+00 1.078068598E+00 1.177724684E+00 1.195164715E+00 1.189810886E+00 1.175976885E+00 1.159689610E+00 1.141071171E+00
