N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.199971449E+00 1.199421240E+00 1.198890480E+00 1.197198531E+00 1.192364281E+00 1.179255540E+00 1.147940342E+00 1.083429074E+00 1.015108286E+00 1.016148393E+00 1.019288040E+00
1.600000000E+01 1.231801573E+00 1.232125277E+00 1.233169514E+00 1.234490659E+00 1.236530200E+00 1.238826189E+00 1.240750139E+00 1.242832536E+00 1.244277386E+00 1.244720331E+00 1.244021488E+00
1.700000000E+01 1.274535114E+00 1.274232906E+00 1.274967673E+00 1.276133443E+00 1.278675169E+00 1.281791757E+00 1.284842447E+00 1.288517380E+00 1.291919270E+00 1.294606728E+00 1.297141645E+00
1.549996187E+01 1.211766605E+00 1.212163346E+00 1.213084313E+00 1.214542337E+00 1.216150273E+00 1.217315289E+00 1.217923789E+00 1.216533490E+00 1.210756785E+00 1.196545083E+00 1.165662225E+00
1.649996187E+01 1.243113273E+00 1.243722351E+00 1.244771794E+00 1.246970722E+00 1.249656466E+00 1.252428295E+00 1.255703732E+00 1.258991490E+00 1.261889291E+00 1.264675931E+00 1.266861027E+00
1.674996808E+01 1.255414155E+00 1.255609731E+00 1.256233376E+00 1.258174537E+00 1.260744782E+00 1.263465780E+00 1.266956356E+00 1.270488572E+00 1.273734344E+00 1.276851122E+00 1.279431442E+00
1.624993176E+01 1.237371448E+00 1.237869901E+00 1.239221732E+00 1.240929126E+00 1.243468631E+00 1.246131420E+00 1.248812997E+00 1.251468367E+00 1.253992649E+00 1.255663059E+00 1.256817921E+00
1.574996808E+01 1.222182163E+00 1.222192303E+00 1.223092469E+00 1.224552671E+00 1.226376943E+00 1.228036516E+00 1.229867700E+00 1.231105827E+00 1.230984569E+00 1.228953914E+00 1.222377310E+00
1.524993176E+01 1.205645609E+00 1.205659082E+00 1.206423485E+00 1.207235555E+00 1.207578441E+00 1.206142392E+00 1.200993529E+00 1.186882065E+00 1.154831833E+00 1.091020038E+00 1.011827852E+00
