fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_290 001_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 5.887149813E-16 1.000000000E+20 1.140940846E+00 2.692617656E-16 7.237796247E-04 
001_290_SRH 001_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 5.337444743E-16 1.000000000E+20 1.144246025E+00 2.673908605E-16 7.900207916E-04 
002_290 002_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 8.370264407E-16 1.000000000E+20 1.141984951E+00 3.943072478E-16 7.447414592E-04 
002_290_SRH 002_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 7.820960920E-16 1.000000000E+20 1.144305302E+00 3.924321219E-16 7.915736099E-04 
003_290 003_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.199998498E-15 1.000000000E+20 1.142774277E+00 5.777951870E-16 7.609942521E-04 
003_290_SRH 003_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.145101299E-15 1.000000000E+20 1.144392211E+00 5.759172504E-16 7.938530162E-04 
004_290 004_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.729532144E-15 1.000000000E+20 1.143395682E+00 8.470089888E-16 7.742370038E-04 
004_290_SRH 004_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.674665220E-15 1.000000000E+20 1.144519553E+00 8.451290263E-16 7.971928499E-04 
005_290 005_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 2.499877981E-15 1.000000000E+20 1.143926206E+00 1.241930874E-15 7.860595137E-04 
005_290_SRH 005_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 2.445042548E-15 1.000000000E+20 1.144705994E+00 1.240049291E-15 8.020809568E-04 
006_290 006_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 3.615996856E-15 1.000000000E+20 1.144436849E+00 1.821113055E-15 7.980197698E-04 
006_290_SRH 006_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 3.561198449E-15 1.000000000E+20 1.144978653E+00 1.819230089E-15 8.092270761E-04 
007_290 007_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 5.223688295E-15 1.000000000E+20 1.144998730E+00 2.670224378E-15 8.117687541E-04 
007_290_SRH 007_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 5.168937704E-15 1.000000000E+20 1.145376734E+00 2.668340001E-15 8.196552095E-04 
008_290 008_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 7.520370413E-15 1.000000000E+20 1.145690814E+00 3.914458867E-15 8.292290666E-04 
008_290_SRH 008_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 7.465684557E-15 1.000000000E+20 1.145956445E+00 3.912573351E-15 8.348361302E-04 
009_290 009_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.076041807E-14 1.000000000E+20 1.146333478E+00 5.737659751E-15 8.525091830E-04 
009_290_SRH 009_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.070405233E-14 1.000000000E+20 1.146366827E+00 5.736415503E-15 8.563435001E-04 
010_290 010_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.525063706E-14 1.000000000E+20 1.146620216E+00 8.409980424E-15 8.840421580E-04 
010_290_SRH 010_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.519431577E-14 1.000000000E+20 1.146643026E+00 8.408738052E-15 8.868313241E-04 
011_290 011_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 2.134350947E-14 1.000000000E+20 1.146988906E+00 1.232185289E-14 9.280039061E-04 
011_290_SRH 011_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 2.128724894E-14 1.000000000E+20 1.147004570E+00 1.232061231E-14 9.300809446E-04 
012_290 012_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 2.937900312E-14 1.000000000E+20 1.147448034E+00 1.804472171E-14 9.890158637E-04 
012_290_SRH 012_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 2.932281915E-14 1.000000000E+20 1.147458769E+00 1.804348441E-14 9.906087257E-04 
013_290 013_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 3.961565581E-14 1.000000000E+20 1.147998964E+00 2.641251052E-14 1.072252077E-03 
013_290_SRH 013_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 3.955958929E-14 1.000000000E+20 1.148006629E+00 2.641126108E-14 1.073515853E-03 
014_290 014_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 5.215507251E-14 1.000000000E+20 1.148616105E+00 3.864502313E-14 1.184693454E-03 
014_290_SRH 014_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 5.209911674E-14 1.000000000E+20 1.148621372E+00 3.864377819E-14 1.185735478E-03 
015_290 015_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 6.689089243E-14 1.000000000E+20 1.149205990E+00 5.655531736E-14 1.333147813E-03 
015_290_SRH 015_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 6.683506165E-14 1.000000000E+20 1.149209631E+00 5.655407576E-14 1.334037013E-03 
016_290 016_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 8.360464438E-14 1.000000000E+20 1.149729221E+00 8.275291243E-14 1.524680200E-03 
016_290_SRH 016_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 8.354893408E-14 1.000000000E+20 1.149731668E+00 8.275166512E-14 1.525470818E-03 
017_290 017_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.020765788E-13 1.000000000E+20 1.150171927E+00 1.210845205E-13 1.765566511E-03 
017_290_SRH 017_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.020209961E-13 1.000000000E+20 1.150173627E+00 1.210832743E-13 1.766293105E-03 
018_290 018_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.221186907E-13 1.000000000E+20 1.150484776E+00 1.772828581E-13 2.060512471E-03 
018_290_SRH 018_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.220632242E-13 1.000000000E+20 1.150485949E+00 1.772816116E-13 2.061187665E-03 
019_290 019_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.435165090E-13 1.000000000E+20 1.150534795E+00 2.598384051E-13 2.424165235E-03 
019_290_SRH 019_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.434611571E-13 1.000000000E+20 1.150535618E+00 2.598371497E-13 2.424803047E-03 
