fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc Pm FF Vm Im dev 
00L8 31902 300.01 38.646 5.549601343E-10 2.844019140E+00 6.610000946E+03 8.639127640E-05 4.104708808E+00 2.382854710E+03 0.000000000E+00 2.537257139E-04 4.937763228E-01 2.293367816E-04 4.381106607E-05 3.868831779E-01 2.885706237E-01 1.518209494E-04 1.267609625E-03 
00L9 31922 300.01 38.646 3.930983262E-10 2.793017995E+00 6.606511466E+03 9.036092730E-05 4.348059860E+00 2.425857449E+03 0.000000000E+00 2.543658960E-04 4.943234118E-01 2.291779774E-04 4.378130757E-05 3.864601036E-01 2.885744365E-01 1.517158211E-04 3.764839135E-03 
0L70 33162 300.01 38.646 6.997553456E-10 2.917816367E+00 6.619221494E+03 8.761284573E-05 4.083029292E+00 2.380251515E+03 0.000000000E+00 2.505432873E-04 4.963359551E-01 2.263892960E-04 4.340695012E-05 3.863026135E-01 2.909497369E-01 1.491905460E-04 2.069391433E-03 
0L71 33184 300.02 38.645 2.866411891E-10 2.746172793E+00 6.338557288E+03 8.353894580E-05 4.114431531E+00 2.362677843E+03 0.000000000E+00 2.512463477E-04 4.956537228E-01 2.263088701E-04 4.347765119E-05 3.876021036E-01 2.906451219E-01 1.495901631E-04 8.806642964E-04 
0L72 33202 300.03 38.643 5.755799282E-10 2.868895271E+00 6.537823277E+03 8.381991014E-05 3.980492128E+00 2.345768997E+03 0.000000000E+00 2.501912232E-04 4.958867828E-01 2.262756541E-04 4.346845619E-05 3.873948601E-01 2.910666528E-01 1.493419317E-04 6.723302173E-04 
0L73 33222 300.01 38.646 7.082387229E-10 2.920127874E+00 6.732217645E+03 8.964565775E-05 4.157766424E+00 2.400686582E+03 0.000000000E+00 2.502409895E-04 4.962924003E-01 2.261791448E-04 4.340741797E-05 3.866996426E-01 2.907819603E-01 1.492782355E-04 2.388945605E-03 
0L74 33244 300.03 38.643 1.379807594E-09 3.036002485E+00 6.930965191E+03 8.634799923E-05 3.923150287E+00 2.355406037E+03 0.000000000E+00 2.490015633E-04 4.959680756E-01 2.262018210E-04 4.337827251E-05 3.866539340E-01 2.905575872E-01 1.492932018E-04 3.337584052E-03 
0L75 33264 300.01 38.646 4.716516116E-10 2.838453705E+00 6.586118641E+03 8.753377699E-05 4.174221394E+00 2.389257780E+03 0.000000000E+00 2.507177922E-04 4.959325612E-01 2.262703351E-04 4.344695516E-05 3.871766004E-01 2.904893844E-01 1.495646915E-04 2.725071853E-03 
0L76 33284 300.01 38.646 4.038129109E-10 2.797974015E+00 6.309046779E+03 7.908445753E-05 3.910489734E+00 2.315713416E+03 0.000000000E+00 2.508205686E-04 4.957204868E-01 2.264798200E-04 4.344544072E-05 3.869704731E-01 2.910913373E-01 1.492502014E-04 2.942241154E-03 
0L77 33304 300.01 38.646 6.320693911E-10 2.876401082E+00 6.654472514E+03 8.296494057E-05 3.965176787E+00 2.342344350E+03 0.000000000E+00 2.494320350E-04 4.955956798E-01 2.259560801E-04 4.343458777E-05 3.878681870E-01 2.908105867E-01 1.493569690E-04 1.570907193E-03 
