fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc Pm FF Vm Im dev 
00L1 27792 300.01 38.646 2.201329259E-09 3.067881948E+00 7.381390834E+03 8.645030927E-05 4.104402925E+00 2.410119054E+03 0.000000000E+00 2.551521675E-04 4.924340254E-01 2.322459816E-04 4.379175901E-05 3.829094885E-01 2.848303033E-01 1.537468398E-04 3.396591840E-03 
0L10 31942 300.03 38.643 1.280084703E-10 2.613817314E+00 6.186974793E+03 8.884588669E-05 4.477735977E+00 2.432810552E+03 0.000000000E+00 2.563916787E-04 4.940780939E-01 2.294133313E-04 4.382876843E-05 3.866740411E-01 2.885908960E-01 1.518716253E-04 1.014617456E-03 
L100 33764 300.03 38.643 3.875306166E-10 2.820561587E+00 6.485790916E+03 8.933398061E-05 4.238093012E+00 2.428260159E+03 0.000000000E+00 2.507324656E-04 4.964366178E-01 2.256518303E-04 4.331476554E-05 3.866636083E-01 2.908393544E-01 1.489302080E-04 2.034577925E-03 
L101 33784 300.02 38.645 1.810483569E-10 2.689570759E+00 6.308559290E+03 8.973058211E-05 4.425238572E+00 2.434721611E+03 0.000000000E+00 2.517993305E-04 4.960761214E-01 2.256588833E-04 4.333037284E-05 3.870719217E-01 2.904949132E-01 1.491605218E-04 9.741626772E-04 
L102 33804 300.02 38.645 1.125607969E-10 2.613576836E+00 6.235143282E+03 9.002509001E-05 4.570944676E+00 2.445632387E+03 0.000000000E+00 2.524319126E-04 4.961860094E-01 2.256205792E-04 4.333605772E-05 3.871026787E-01 2.901434039E-01 1.493608234E-04 1.044402480E-03 
L103 33824 300.02 38.645 1.193289843E-10 2.626172997E+00 6.243194294E+03 9.079740526E-05 4.595954015E+00 2.447298807E+03 0.000000000E+00 2.525443936E-04 4.965495517E-01 2.256758344E-04 4.334362777E-05 3.867921104E-01 2.905619501E-01 1.491717266E-04 7.643249892E-04 
L104 33842 300 38.647 2.307782697E-10 2.726850410E+00 6.433533719E+03 9.027504404E-05 4.443365440E+00 2.432852780E+03 0.000000000E+00 2.514102259E-04 4.963927900E-01 2.256571112E-04 4.333440455E-05 3.868640237E-01 2.905242240E-01 1.491593505E-04 1.027175048E-03 
L105 33864 300.02 38.645 1.326551979E-10 2.644092935E+00 6.282365140E+03 9.142922670E-05 4.592718039E+00 2.456610333E+03 0.000000000E+00 2.525221406E-04 4.965427449E-01 2.257493887E-04 4.334854988E-05 3.867152959E-01 2.905002640E-01 1.492203459E-04 2.103057652E-03 
L106 33882 300.03 38.643 1.459212218E-10 2.665325498E+00 6.252889431E+03 9.214970833E-05 4.537307377E+00 2.459469938E+03 0.000000000E+00 2.523704374E-04 4.963861466E-01 2.256188235E-04 4.331986941E-05 3.868050682E-01 2.904760625E-01 1.491340424E-04 1.651804436E-03 
L107 33904 300.02 38.645 1.530847192E-10 2.665598039E+00 6.305378437E+03 9.100974611E-05 4.545067688E+00 2.447280105E+03 0.000000000E+00 2.520172307E-04 4.964540595E-01 2.255066272E-04 4.329513281E-05 3.867236219E-01 2.904546323E-01 1.490598806E-04 1.299136533E-03 
L108 33922 300.01 38.646 1.136971045E-10 2.621611566E+00 6.238772774E+03 9.140519512E-05 4.619914477E+00 2.456491736E+03 0.000000000E+00 2.525117642E-04 4.966073454E-01 2.255320491E-04 4.332240718E-05 3.868041947E-01 2.906048477E-01 1.490766845E-04 1.987862330E-03 
L109 33942 300.01 38.646 1.791170373E-10 2.688445429E+00 6.256306285E+03 8.878165890E-05 4.381603493E+00 2.418945957E+03 0.000000000E+00 2.517640587E-04 4.962113754E-01 2.256260727E-04 4.333558406E-05 3.870692350E-01 2.910123598E-01 1.489132080E-04 1.835741631E-03 
0L11 31964 300.03 38.643 1.810824404E-10 2.675687404E+00 6.342909296E+03 9.167708628E-05 4.531813872E+00 2.451045968E+03 0.000000000E+00 2.559239008E-04 4.948066946E-01 2.292815544E-04 4.382609327E-05 3.863029944E-01 2.887391356E-01 1.517843890E-04 1.301505194E-03 
L110 33962 300.01 38.646 1.131775729E-10 2.623565329E+00 6.248100477E+03 9.220877108E-05 4.680996822E+00 2.462911697E+03 0.000000000E+00 2.527881761E-04 4.970142855E-01 2.256354865E-04 4.332472315E-05 3.863309667E-01 2.904871549E-01 1.491450566E-04 2.428061934E-03 
L111 33982 300.01 38.646 1.869995170E-10 2.688198008E+00 6.297547477E+03 8.774285213E-05 4.376694852E+00 2.404953787E+03 0.000000000E+00 2.515417021E-04 4.961626894E-01 2.256335852E-04 4.333947504E-05 3.871290834E-01 2.905885132E-01 1.491437998E-04 8.428204190E-04 
L112 34002 300.02 38.645 1.594087166E-10 2.665402239E+00 6.255151621E+03 8.788089555E-05 4.369675508E+00 2.413069768E+03 0.000000000E+00 2.515241417E-04 4.960747721E-01 2.254789475E-04 4.336423901E-05 3.876846349E-01 2.909539590E-01 1.490415843E-04 1.623451723E-03 
L113 34022 300.02 38.645 1.703330684E-10 2.673316767E+00 6.310225217E+03 8.819955091E-05 4.451241842E+00 2.411831564E+03 0.000000000E+00 2.514904985E-04 4.964343751E-01 2.254156901E-04 4.329381752E-05 3.868832204E-01 2.905629800E-01 1.489997712E-04 1.431026528E-03 
L114 34042 300.03 38.643 2.480610503E-10 2.736350805E+00 6.365698512E+03 8.774370714E-05 4.285773267E+00 2.406327536E+03 0.000000000E+00 2.508209772E-04 4.960867330E-01 2.253879948E-04 4.330826648E-05 3.873311344E-01 2.911361168E-01 1.487560766E-04 1.123331465E-03 
L115 34062 300.02 38.645 9.688807602E-11 2.606965307E+00 6.214082547E+03 9.413856784E-05 4.686295881E+00 2.492936081E+03 0.000000000E+00 2.528498690E-04 4.963444206E-01 2.254407354E-04 4.330936906E-05 3.870493301E-01 2.906350612E-01 1.490163261E-04 1.601253649E-03 
L116 34084 300.03 38.643 9.808227138E-11 2.605179380E+00 6.165005132E+03 9.249149964E-05 4.647998371E+00 2.468939354E+03 0.000000000E+00 2.530521018E-04 4.965058319E-01 2.256442137E-04 4.332409129E-05 3.867059970E-01 2.904716834E-01 1.491508252E-04 1.551170616E-03 
L117 34104 300.03 38.643 2.462873093E-10 2.737603260E+00 6.379338945E+03 8.882302383E-05 4.362713887E+00 2.414905186E+03 0.000000000E+00 2.511249479E-04 4.964051835E-01 2.254736214E-04 4.328501277E-05 3.867278974E-01 2.908692922E-01 1.488125901E-04 1.559241626E-03 
L118 34122 300.02 38.645 2.456787003E-10 2.736072792E+00 6.393814396E+03 8.864618989E-05 4.359673841E+00 2.414312869E+03 0.000000000E+00 2.508758275E-04 4.963626020E-01 2.253033012E-04 4.326557923E-05 3.868796753E-01 2.905183090E-01 1.489254821E-04 7.602446267E-04 
L119 34142 300.01 38.646 1.559164338E-10 2.665553234E+00 6.346193451E+03 9.081206059E-05 4.549050210E+00 2.448414758E+03 0.000000000E+00 2.515993884E-04 4.963057444E-01 2.252464726E-04 4.325056407E-05 3.868873015E-01 2.904907567E-01 1.488879184E-04 9.369867357E-04 
0L12 31982 300.03 38.643 2.321279026E-10 2.718552917E+00 6.424005614E+03 9.264559718E-05 4.496272761E+00 2.456485816E+03 0.000000000E+00 2.555085279E-04 4.948126414E-01 2.292137691E-04 4.382213069E-05 3.863776536E-01 2.887984099E-01 1.517395152E-04 1.740796631E-03 
