fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc Pm FF Vm Im dev 
0L36 32462 300.03 38.643 8.189262249E-11 2.574093997E+00 6.092843124E+03 9.295132375E-05 4.652051799E+00 2.478173481E+03 0.000000000E+00 2.557137440E-04 4.957110571E-01 2.278154091E-04 4.369081435E-05 3.868819228E-01 2.897003730E-01 1.508138008E-04 2.117630393E-03 
0L37 32482 300.02 38.645 1.544604540E-10 2.665808573E+00 6.287999767E+03 9.238940772E-05 4.535616448E+00 2.459789013E+03 0.000000000E+00 2.542768797E-04 4.958130253E-01 2.275295455E-04 4.364802968E-05 3.869090719E-01 2.897802983E-01 1.506245591E-04 1.036764765E-03 
0L38 32502 300.02 38.645 1.014729751E-10 2.594200930E+00 6.117787686E+03 8.958931464E-05 4.557306923E+00 2.440423334E+03 0.000000000E+00 2.552125674E-04 4.956952881E-01 2.278320813E-04 4.364770742E-05 3.864842224E-01 2.898311769E-01 1.505970057E-04 1.038415164E-03 
0L39 32542 300.02 38.645 1.073740255E-10 2.606979869E+00 6.210711179E+03 9.208393229E-05 4.660456465E+00 2.460049172E+03 0.000000000E+00 2.549837394E-04 4.960281664E-01 2.276173467E-04 4.362907071E-05 3.864241569E-01 2.895426979E-01 1.506826835E-04 1.127738040E-03 
L352 38820 300.03 38.643 1.505393611E-10 2.662317269E+00 6.235742943E+03 8.749226856E-05 4.394607113E+00 2.421082965E+03 0.000000000E+00 2.488568381E-04 4.961166027E-01 2.228013865E-04 4.279294729E-05 3.871422311E-01 2.910116492E-01 1.470489151E-04 1.994068928E-03 
L353 38842 300.02 38.645 9.135635220E-11 2.598041204E+00 6.166224894E+03 9.162632590E-05 4.645596205E+00 2.474903364E+03 0.000000000E+00 2.500576822E-04 4.964211159E-01 2.228336565E-04 4.278036170E-05 3.867349474E-01 2.908839305E-01 1.470702133E-04 1.694506849E-03 
L354 38860 300.01 38.646 1.156522984E-10 2.646445516E+00 6.250723021E+03 9.465487145E-05 4.665909522E+00 2.512489386E+03 0.000000000E+00 2.499978109E-04 4.967911872E-01 2.228410997E-04 4.279795605E-05 3.865928810E-01 2.909938429E-01 1.470751258E-04 1.136414586E-03 
L355 38882 300.01 38.646 1.168085758E-10 2.621230036E+00 6.177534624E+03 8.685327331E-05 4.453702222E+00 2.423621272E+03 0.000000000E+00 2.494483918E-04 4.963307698E-01 2.230000957E-04 4.282812379E-05 3.869481727E-01 2.909913400E-01 1.471800631E-04 6.152041077E-04 
L356 38900 300.01 38.646 1.793739553E-10 2.683247301E+00 6.295242156E+03 8.587393831E-05 4.333646830E+00 2.404377441E+03 0.000000000E+00 2.484737282E-04 4.961161396E-01 2.228598037E-04 4.281018921E-05 3.871970572E-01 2.910525898E-01 1.470874705E-04 9.359244555E-04 
L357 38920 300 38.647 1.350656377E-10 2.649092174E+00 6.214821564E+03 8.836202587E-05 4.483381177E+00 2.428510410E+03 0.000000000E+00 2.492430050E-04 4.966081978E-01 2.228319357E-04 4.278205948E-05 3.866075844E-01 2.913391438E-01 1.468462457E-04 1.725285523E-03 
