N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 3.860877100E-02 3.735232400E-02 3.583646300E-02 3.414833300E-02
1.600000000E+01 -4.064782200E-02 -4.438551300E-02 -4.757755900E-02 -4.698671700E-02
1.700000000E+01 9.040671400E-02 8.923688100E-02 8.777845600E-02 8.724527700E-02
1.549996187E+01 -1.132292500E-01 -9.964393800E-02 -8.893941800E-02 -8.022565900E-02
1.649996187E+01 5.574711900E-02 5.717345400E-02 5.744222100E-02 5.725805500E-02
1.674996808E+01 7.766733800E-02 7.684627200E-02 7.715244900E-02 7.650554400E-02
1.624993176E+01 2.355907700E-02 2.337967500E-02 2.324928600E-02 2.175122500E-02
1.574996808E+01 -1.866523930E-01 -1.944150150E-01 -1.901288150E-01 -1.856176630E-01
1.524993176E+01 1.362208400E-02 1.321019400E-02 1.262753500E-02 1.195369800E-02
