N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.110062800E-02 1.133874000E-02 1.163737100E-02 1.188716300E-02
1.600000000E+01 1.761072600E-02 1.788588800E-02 1.648319000E-02 1.734480200E-02
1.700000000E+01 6.008096500E-02 5.957147300E-02 5.915046800E-02 5.973875500E-02
1.549996187E+01 -9.872142300E-02 -9.918982200E-02 -9.933836800E-02 -9.979531300E-02
1.649996187E+01 4.482295600E-02 4.589340900E-02 4.616166500E-02 4.621119100E-02
1.674996808E+01 5.500020400E-02 5.400720600E-02 5.476907200E-02 5.482954800E-02
1.624993176E+01 3.354748400E-02 3.402932600E-02 3.416203900E-02 3.255640700E-02
1.574996808E+01 -1.592559900E-02 -1.741201800E-02 -1.667132500E-02 -1.658768500E-02
1.524993176E+01 -6.011751900E-02 -5.047892400E-02 -3.911163100E-02 -2.704207500E-02
