N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 3.981630500E-02 3.900345900E-02 3.794745700E-02 3.671294400E-02
1.600000000E+01 -4.507793800E-02 -5.075594700E-02 -5.591588100E-02 -5.717444600E-02
1.700000000E+01 9.595456900E-02 9.567453200E-02 9.474510800E-02 9.445839000E-02
1.549996187E+01 -1.101410370E-01 -9.497786400E-02 -8.249302200E-02 -7.189163500E-02
1.649996187E+01 5.679230900E-02 5.857776100E-02 5.915790800E-02 5.922330700E-02
1.674996808E+01 8.075017300E-02 8.075170700E-02 8.167303100E-02 8.143989400E-02
1.624993176E+01 2.258006800E-02 2.196950200E-02 2.140738800E-02 1.952199200E-02
1.574996808E+01 -1.969675980E-01 -1.936358310E-01 -1.879269780E-01 -1.827234170E-01
1.524993176E+01 1.424084300E-02 1.403716100E-02 1.365676900E-02 1.316619400E-02
