N x
1.3433879E+0 1.2857652E+21
1.3321005E+0 1.3402948E+21
1.3216466E+0 1.4441335E+21
1.3117608E+0 1.5106607E+21
1.3020532E+0 1.5212763E+21
1.2921563E+0 1.5076282E+21
1.2821201E+0 1.5341452E+21
1.2724181E+0 1.6021339E+21
1.2630756E+0 1.5781956E+21
1.2529327E+0 1.5426056E+21
1.2429872E+0 1.6107562E+21
1.2335428E+0 1.6168596E+21
1.2235141E+0 1.5752367E+21
1.2133953E+0 1.5739265E+21
1.2031816E+0 1.5858850E+21
1.1930463E+0 1.6082346E+21
1.1829445E+0 1.5845176E+21
1.1723261E+0 1.5776756E+21
1.1619527E+0 1.5998175E+21
1.1514366E+0 1.5877843E+21
1.1407121E+0 1.5872347E+21
1.1299908E+0 1.5841075E+21
1.1190176E+0 1.5885079E+21
1.1081477E+0 1.5847230E+21
1.0969028E+0 1.5592426E+21
1.0854427E+0 1.5794607E+21
1.0742569E+0 1.6040802E+21
1.0629076E+0 1.5762340E+21
1.0510753E+0 1.5756136E+21
1.0394636E+0 1.5744935E+21
1.0273443E+0 1.5674318E+21
1.0153519E+0 1.5616752E+21
1.0028502E+0 1.5665282E+21
9.9063899E-1 1.5658639E+21
9.7781064E-1 1.5475591E+21
9.6497884E-1 1.5594680E+21
9.5200599E-1 1.5521697E+21
9.3869685E-1 1.5417518E+21
9.2517293E-1 1.5447712E+21
9.1152607E-1 1.5464869E+21
8.9762393E-1 1.5388389E+21
8.8341042E-1 1.5321144E+21
8.6893119E-1 1.5309083E+21
8.5421703E-1 1.5223672E+21
8.3906470E-1 1.5196886E+21
8.2376269E-1 1.5134652E+21
8.0790945E-1 1.4989573E+21
7.9169215E-1 1.4914558E+21
7.7501522E-1 1.4896649E+21
7.5805328E-1 1.4977725E+21
7.4080976E-1 1.5023546E+21
