N x
1.3633526E+0 1.2651148E+21
1.3520495E+0 1.3467588E+21
1.3420383E+0 1.4622453E+21
1.3322645E+0 1.4968195E+21
1.3225673E+0 1.5098556E+21
1.3128192E+0 1.5208108E+21
1.3031195E+0 1.4032895E+21
1.2915702E+0 1.4142520E+21
1.2818771E+0 1.5373753E+21
1.2718647E+0 1.5415018E+21
1.2620738E+0 1.5814092E+21
1.2524107E+0 1.5774108E+21
1.2424164E+0 1.5503406E+21
1.2322504E+0 1.5518709E+21
1.2221114E+0 1.5769891E+21
1.2121040E+0 1.5787919E+21
1.2018185E+0 1.5643556E+21
1.1914502E+0 1.5536733E+21
1.1808402E+0 1.5689200E+21
1.1704936E+0 1.5616802E+21
1.1595930E+0 1.5583995E+21
1.1490095E+0 1.5628012E+21
1.1379648E+0 1.5561112E+21
1.1270835E+0 1.5608844E+21
1.1158902E+0 1.5641209E+21
1.1048381E+0 1.5565290E+21
1.0933063E+0 1.5583642E+21
1.0820507E+0 1.5565176E+21
1.0702458E+0 1.5498685E+21
1.0586439E+0 1.5457295E+21
1.0465110E+0 1.5485746E+21
1.0346876E+0 1.5469112E+21
1.0222440E+0 1.5446866E+21
1.0101008E+0 1.5415810E+21
9.9729971E-1 1.5296020E+21
9.8464872E-1 1.5455572E+21
9.7178200E-1 1.5354913E+21
9.5862259E-1 1.5326457E+21
9.4535207E-1 1.5323146E+21
9.3181360E-1 1.5251553E+21
9.1802611E-1 1.5196016E+21
9.0397561E-1 1.5179933E+21
8.8972643E-1 1.5145030E+21
8.7515438E-1 1.5074518E+21
8.6028865E-1 1.5019202E+21
8.4509696E-1 1.4954055E+21
8.2955710E-1 1.4651948E+21
8.1313378E-1 1.4602280E+21
7.9685781E-1 1.4805991E+21
7.8021513E-1 1.4904000E+21
7.6346342E-1 1.5015659E+21
