d Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 1.000000000E+01 1.214783679E+00 1.201986239E+00 1.279744000E-02 1.212072919E+00 1.196810289E+00 1.526263000E-02 2.710760000E-03 5.175950000E-03
150 1.016672606E+01 1.214819727E+00 1.202003585E+00 1.281614200E-02 1.212913380E+00 1.198274783E+00 1.463859700E-02 1.906347000E-03 3.728802000E-03
150 1.033324570E+01 1.214872364E+00 1.202028965E+00 1.284339900E-02 1.213542415E+00 1.199381394E+00 1.416102100E-02 1.329949000E-03 2.647571000E-03
150 1.049996187E+01 1.214949110E+00 1.202066121E+00 1.288298900E-02 1.214026345E+00 1.200206458E+00 1.381988700E-02 9.227650000E-04 1.859663000E-03
150 1.066670514E+01 1.215060725E+00 1.202120516E+00 1.294020900E-02 1.214422567E+00 1.200824098E+00 1.359846900E-02 6.381580000E-04 1.296418000E-03
150 1.083333839E+01 1.215222413E+00 1.202200088E+00 1.302232500E-02 1.214781648E+00 1.201300630E+00 1.348101800E-02 4.407650000E-04 8.994580000E-04
150 1.100000000E+01 1.215455308E+00 1.202316328E+00 1.313898000E-02 1.215150696E+00 1.201693784E+00 1.345691200E-02 3.046120000E-04 6.225440000E-04
150 1.116672606E+01 1.215788097E+00 1.202485776E+00 1.330232100E-02 1.215577033E+00 1.202055009E+00 1.352202400E-02 2.110640000E-04 4.307670000E-04
150 1.133324570E+01 1.216258430E+00 1.202732026E+00 1.352640400E-02 1.216111461E+00 1.202433400E+00 1.367806100E-02 1.469690000E-04 2.986260000E-04
150 1.149996187E+01 1.216913522E+00 1.203088280E+00 1.382524200E-02 1.216810383E+00 1.202880390E+00 1.392999300E-02 1.031390000E-04 2.078900000E-04
150 1.166670514E+01 1.217809125E+00 1.203600333E+00 1.420879200E-02 1.217735917E+00 1.203454602E+00 1.428131500E-02 7.320800000E-05 1.457310000E-04
150 1.183333839E+01 1.219006350E+00 1.204329565E+00 1.467678500E-02 1.218953563E+00 1.204226361E+00 1.472720200E-02 5.278700000E-05 1.032040000E-04
150 1.200000000E+01 1.220566737E+00 1.205354755E+00 1.521198200E-02 1.220527889E+00 1.205280630E+00 1.524725900E-02 3.884800000E-05 7.412500000E-05
150 1.216672606E+01 1.222546853E+00 1.206770742E+00 1.577611100E-02 1.222517537E+00 1.206716513E+00 1.580102400E-02 2.931600000E-05 5.422900000E-05
150 1.233324570E+01 1.224992866E+00 1.208681096E+00 1.631177000E-02 1.224970105E+00 1.208640513E+00 1.632959200E-02 2.276100000E-05 4.058300000E-05
150 1.249996187E+01 1.227933086E+00 1.211182369E+00 1.675071700E-02 1.227914896E+00 1.211151205E+00 1.676369100E-02 1.819000000E-05 3.116400000E-05
150 1.266670514E+01 1.231367202E+00 1.214340795E+00 1.702640700E-02 1.231352286E+00 1.214316215E+00 1.703607100E-02 1.491600000E-05 2.458000000E-05
150 1.283333839E+01 1.235257941E+00 1.218168464E+00 1.708947700E-02 1.235245455E+00 1.218148594E+00 1.709686100E-02 1.248600000E-05 1.987000000E-05
150 1.300000000E+01 1.239534769E+00 1.222611663E+00 1.692310600E-02 1.239524186E+00 1.222595284E+00 1.692890200E-02 1.058300000E-05 1.637900000E-05
180 1.000000000E+01 1.210945576E+00 1.198491904E+00 1.245367200E-02 1.208695640E+00 1.194276324E+00 1.441931600E-02 2.249936000E-03 4.215580000E-03
180 1.016672606E+01 1.210999251E+00 1.198515251E+00 1.248400000E-02 1.209426017E+00 1.195502322E+00 1.392369500E-02 1.573234000E-03 3.012929000E-03
180 1.033324570E+01 1.211077454E+00 1.198549411E+00 1.252804300E-02 1.209984146E+00 1.196422341E+00 1.356180500E-02 1.093308000E-03 2.127070000E-03
180 1.049996187E+01 1.211191088E+00 1.198599406E+00 1.259168200E-02 1.210434278E+00 1.197111015E+00 1.332326300E-02 7.568100000E-04 1.488391000E-03
180 1.066670514E+01 1.211355521E+00 1.198672529E+00 1.268299200E-02 1.210832640E+00 1.197637162E+00 1.319547800E-02 5.228810000E-04 1.035367000E-03
180 1.083333839E+01 1.211591992E+00 1.198779340E+00 1.281265200E-02 1.211230738E+00 1.198061483E+00 1.316925500E-02 3.612540000E-04 7.178570000E-04
180 1.100000000E+01 1.211929119E+00 1.198935041E+00 1.299407800E-02 1.211679047E+00 1.198437805E+00 1.324124200E-02 2.500720000E-04 4.972360000E-04
180 1.116672606E+01 1.212404059E+00 1.199161312E+00 1.324274700E-02 1.212230219E+00 1.198816449E+00 1.341377000E-02 1.738400000E-04 3.448630000E-04
180 1.133324570E+01 1.213062570E+00 1.199488667E+00 1.357390300E-02 1.212940876E+00 1.199248596E+00 1.369228000E-02 1.216940000E-04 2.400710000E-04
180 1.149996187E+01 1.213957261E+00 1.199959230E+00 1.399803100E-02 1.213871178E+00 1.199791025E+00 1.408015300E-02 8.608300000E-05 1.682050000E-04
180 1.166670514E+01 1.215143513E+00 1.200629520E+00 1.451399300E-02 1.215081714E+00 1.200510501E+00 1.457121300E-02 6.179900000E-05 1.190190000E-04
180 1.183333839E+01 1.216674009E+00 1.201585163E+00 1.508884600E-02 1.216628758E+00 1.201499340E+00 1.512941800E-02 4.525100000E-05 8.582300000E-05
180 1.200000000E+01 1.218594185E+00 1.202891182E+00 1.570300300E-02 1.218560216E+00 1.202828385E+00 1.573183100E-02 3.396900000E-05 6.279700000E-05
180 1.216672606E+01 1.220939810E+00 1.204645970E+00 1.629384000E-02 1.220913573E+00 1.204599112E+00 1.631446100E-02 2.623700000E-05 4.685800000E-05
180 1.233324570E+01 1.223734217E+00 1.206953427E+00 1.678079000E-02 1.223713333E+00 1.206917427E+00 1.679590600E-02 2.088400000E-05 3.600000000E-05
180 1.249996187E+01 1.226981353E+00 1.209874423E+00 1.710693000E-02 1.226964258E+00 1.209846030E+00 1.711822800E-02 1.709500000E-05 2.839300000E-05
180 1.266670514E+01 1.230657671E+00 1.213445001E+00 1.721267000E-02 1.230643358E+00 1.213422003E+00 1.722135500E-02 1.431300000E-05 2.299800000E-05
180 1.283333839E+01 1.234712467E+00 1.217612660E+00 1.709980700E-02 1.234700295E+00 1.217593670E+00 1.710662500E-02 1.217200000E-05 1.899000000E-05
180 1.300000000E+01 1.239079942E+00 1.222301385E+00 1.677855700E-02 1.239069512E+00 1.222285459E+00 1.678405300E-02 1.043000000E-05 1.592600000E-05
210 1.000000000E+01 1.208124189E+00 1.195500121E+00 1.262406800E-02 1.206179953E+00 1.191938541E+00 1.424141200E-02 1.944236000E-03 3.561580000E-03
210 1.016672606E+01 1.208200190E+00 1.195530276E+00 1.266991400E-02 1.206846404E+00 1.193000227E+00 1.384617700E-02 1.353786000E-03 2.530049000E-03
210 1.033324570E+01 1.208310610E+00 1.195574388E+00 1.273622200E-02 1.207372407E+00 1.193795803E+00 1.357660400E-02 9.382030000E-04 1.778585000E-03
210 1.049996187E+01 1.208470362E+00 1.195638896E+00 1.283146600E-02 1.207821936E+00 1.194397674E+00 1.342426200E-02 6.484260000E-04 1.241222000E-03
210 1.066670514E+01 1.208700083E+00 1.195733133E+00 1.296695000E-02 1.208252301E+00 1.194870810E+00 1.338149100E-02 4.477820000E-04 8.623230000E-04
210 1.083333839E+01 1.209027516E+00 1.195870532E+00 1.315698400E-02 1.208717970E+00 1.195272650E+00 1.344532000E-02 3.095460000E-04 5.978820000E-04
210 1.100000000E+01 1.209488584E+00 1.196086817E+00 1.340176700E-02 1.209273927E+00 1.195669992E+00 1.360393500E-02 2.146570000E-04 4.168250000E-04
210 1.116672606E+01 1.210127293E+00 1.196379167E+00 1.374812600E-02 1.209977591E+00 1.196088864E+00 1.388872700E-02 1.497020000E-04 2.903030000E-04
210 1.133324570E+01 1.210993629E+00 1.196807393E+00 1.418623600E-02 1.210888291E+00 1.196603392E+00 1.428489900E-02 1.053380000E-04 2.040010000E-04
210 1.149996187E+01 1.212138871E+00 1.197401768E+00 1.473710300E-02 1.212063779E+00 1.197257856E+00 1.480592300E-02 7.509200000E-05 1.439120000E-04
210 1.166670514E+01 1.213609437E+00 1.198245018E+00 1.536441900E-02 1.213554939E+00 1.198141832E+00 1.541310700E-02 5.449800000E-05 1.031860000E-04
210 1.183333839E+01 1.215442149E+00 1.199397654E+00 1.604449500E-02 1.215401664E+00 1.199322798E+00 1.607886600E-02 4.048500000E-05 7.485600000E-05
210 1.200000000E+01 1.217663560E+00 1.200967023E+00 1.669653700E-02 1.217632632E+00 1.200911467E+00 1.672116500E-02 3.092800000E-05 5.555600000E-05
210 1.216672606E+01 1.220291419E+00 1.203031717E+00 1.725970200E-02 1.220267053E+00 1.202989461E+00 1.727759200E-02 2.436600000E-05 4.225600000E-05
210 1.233324570E+01 1.223332340E+00 1.205678699E+00 1.765364100E-02 1.223312561E+00 1.205645609E+00 1.766695200E-02 1.977900000E-05 3.309000000E-05
210 1.249996187E+01 1.226774794E+00 1.208927293E+00 1.784750100E-02 1.226758320E+00 1.208900616E+00 1.785770400E-02 1.647400000E-05 2.667700000E-05
