X Y Xfit Yfit
1.3494000E+1 8.9222300E+1 1.5820127E+1 8.3454039E+1
1.4674200E+1 9.7419400E+1 1.6323611E+1 9.1828500E+1
1.5705200E+1 1.0657400E+2 1.6930137E+1 1.0103189E+2
1.7073300E+1 1.1638900E+2 1.7660089E+1 1.1114277E+2
1.8537600E+1 1.2722100E+2 1.8537600E+1 1.2224613E+2
2.0089400E+1 1.3897300E+2 1.9591134E+1 1.3443361E+2
2.1922000E+1 1.5188000E+2 2.0854105E+1 1.4780366E+2
2.3958600E+1 1.6596600E+2 2.2365521E+1 1.6246157E+2
2.6227400E+1 1.8137900E+2 2.4170640E+1 1.7851947E+2
2.8756100E+1 1.9823300E+2 2.6321581E+1 1.9609604E+2
3.1577200E+1 2.1669000E+2 2.8877837E+1 2.1531619E+2
3.4728400E+1 2.3680100E+2 3.1906636E+1 2.3631049E+2
3.8303400E+1 2.5884500E+2 3.5483048E+1 2.5921450E+2
4.2333300E+1 2.8284600E+2 3.9689732E+1 2.8416795E+2
4.6894500E+1 3.0905600E+2 4.4616237E+1 3.1131396E+2
5.2156500E+1 3.3759300E+2 5.0357746E+1 3.4079835E+2
5.8101700E+1 3.6882600E+2 5.7013203E+1 3.7276931E+2
6.4682800E+1 4.0262600E+2 6.4682800E+1 4.0737757E+2
7.2534000E+1 4.3967300E+2 7.3464959E+1 4.4477764E+2
8.1169800E+1 4.7976600E+2 8.3452958E+1 4.8513003E+2
9.0819800E+1 5.2313200E+2 9.4731548E+1 5.2860496E+2
1.0193600E+2 5.7052100E+2 1.0737417E+2 5.7538794E+2
1.1468700E+2 6.2143600E+2 1.2144109E+2 6.2568644E+2
1.2917600E+2 6.7707200E+2 1.3697933E+2 6.7973841E+2
1.4490200E+2 7.3671000E+2 1.5402469E+2 7.3782132E+2
1.6333600E+2 8.0111500E+2 1.7260637E+2 8.0026163E+2
1.8340100E+2 8.7037600E+2 1.9275396E+2 8.6744341E+2
2.0549800E+2 9.4503400E+2 2.1450695E+2 9.3981595E+2
2.3077100E+2 1.0255400E+3 2.3792587E+2 1.0178993E+3
2.5723900E+2 1.1123600E+3 2.6310472E+2 1.1022875E+3
2.8674000E+2 1.2043300E+3 2.9018387E+2 1.1936501E+3
3.1936300E+2 1.3049400E+3 3.1936300E+2 1.2927313E+3
3.5554200E+2 1.4121600E+3 3.5091381E+2 1.4003475E+3
3.9288200E+2 1.5296700E+3 3.8519252E+2 1.5173844E+3
4.3462100E+2 1.6514500E+3 4.2265246E+2 1.6447923E+3
4.7794900E+2 1.7896500E+3 4.6385707E+2 1.7835819E+3
5.2886500E+2 1.9370300E+3 5.0949413E+2 1.9348184E+3
5.7925300E+2 2.0969600E+3 5.6039156E+2 2.0996150E+3
6.3795600E+2 2.2701700E+3 6.1753547E+2 2.2791244E+3
7.0538400E+2 2.4592100E+3 6.8209076E+2 2.4745280E+3
7.7723900E+2 2.6665100E+3 7.5542454E+2 2.6870200E+3
8.5816900E+2 2.8883500E+3 8.3913238E+2 2.9177877E+3
9.5078800E+2 3.1319500E+3 9.3506669E+2 3.1679835E+3
1.0539500E+3 3.3983200E+3 1.0453670E+3 3.4386887E+3
1.1724900E+3 3.6926600E+3 1.1724900E+3 3.7308662E+3
1.3025500E+3 4.0050800E+3 1.3192380E+3 4.0452991E+3
1.4694100E+3 4.3401800E+3 1.4887820E+3 4.3825156E+3
1.6793800E+3 4.7062400E+3 1.6846752E+3 4.7426949E+3
1.8859600E+3 5.0844300E+3 1.9108516E+3 5.1255554E+3
2.1448400E+3 5.4909700E+3 2.1716026E+3 5.5302260E+3
2.4211800E+3 5.9434000E+3 2.4715206E+3 5.9550976E+3
2.7717200E+3 6.3864400E+3 2.8154035E+3 6.3976686E+3
3.1526100E+3 6.8628000E+3 3.2081080E+3 6.8543881E+3
3.5978700E+3 7.3442800E+3 3.6543390E+3 7.3205090E+3
4.0990800E+3 7.8376600E+3 4.1583788E+3 7.7899830E+3
4.6747100E+3 8.3028300E+3 4.7237460E+3 8.2554100E+3
5.3289400E+3 8.7582400E+3 5.3528070E+3 8.7080837E+3
6.0426900E+3 9.2111100E+3 6.0463508E+3 9.1381526E+3
6.8124100E+3 9.5969600E+3 6.8031846E+3 9.5349318E+3
7.6782500E+3 9.9524200E+3 7.6197870E+3 9.8873625E+3
8.5767300E+3 1.0192700E+4 8.4900956E+3 1.0184617E+4
9.5018700E+3 1.0398100E+4 9.4054747E+3 1.0416795E+4
1.0435800E+4 1.0539200E+4 1.0354930E+4 1.0575659E+4
1.1433100E+4 1.0655300E+4 1.1325550E+4 1.0655300E+4
1.2420800E+4 1.0694200E+4 1.2303168E+4 1.0652646E+4
1.3354300E+4 1.0617200E+4 1.3273222E+4 1.0567745E+4
1.4266700E+4 1.0310600E+4 1.4221569E+4 1.0403753E+4
1.5182800E+4 1.0046800E+4 1.5135366E+4 1.0166652E+4
1.5996300E+4 9.7162000E+3 1.6003675E+4 9.8647310E+3
1.6838100E+4 9.4429700E+3 1.6817949E+4 9.5079119E+3
1.7572200E+4 9.1053100E+3 1.7572200E+4 9.1070225E+3
