fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0T01 7:09:44 295 39.3 1.000E+000 3.400E-001 2.733E-006 1.200E+004 2.739E+000 8.790E-009 1.136E-003 
0T02 7:11:32 295 39.3 1.000E+000 3.400E-001 2.707E-006 1.200E+004 2.743E+000 8.737E-009 1.052E-003 
0T03 7:13:38 295 39.3 1.000E+000 3.400E-001 2.671E-006 1.200E+004 2.739E+000 8.757E-009 1.133E-003 
0T11 9:29:46 295.2 39.28 1.000E+000 3.400E-001 2.789E-006 1.200E+004 2.758E+000 8.480E-009 1.155E-003 
0T12 9:32:56 295.2 39.28 1.000E+000 3.400E-001 2.828E-006 1.200E+004 2.761E+000 8.417E-009 1.121E-003 
0T13 9:34:52 295.1 39.29 1.000E+000 3.400E-001 2.821E-006 1.200E+004 2.762E+000 8.370E-009 1.161E-003 
0T14 9:38:02 295.1 39.29 1.000E+000 3.400E-001 2.846E-006 1.200E+004 2.760E+000 8.428E-009 1.109E-003 
0T15 9:40:36 295.1 39.29 1.000E+000 3.400E-001 2.774E-006 1.200E+004 2.763E+000 8.403E-009 1.114E-003 
0T16 9:43:18 295.1 39.29 1.000E+000 3.400E-001 2.823E-006 1.200E+004 2.761E+000 8.431E-009 1.370E-003 
0T17 9:46:46 295.1 39.29 1.000E+000 3.400E-001 2.832E-006 1.200E+004 2.761E+000 8.435E-009 1.090E-003 
0T18 9:51:30 295.1 39.29 1.000E+000 3.400E-001 2.831E-006 1.200E+004 2.761E+000 8.465E-009 1.080E-003 
0T19 9:54:28 295 39.3 1.000E+000 3.400E-001 2.845E-006 1.200E+004 2.761E+000 8.402E-009 1.127E-003 
0T20 9:58:50 294.9 39.32 1.000E+000 3.400E-001 2.769E-006 1.200E+004 2.763E+000 8.344E-009 1.084E-003 
0T21 10:03:52 295.1 39.29 1.000E+000 3.400E-001 2.819E-006 1.200E+004 2.760E+000 8.488E-009 1.141E-003 
0T22 10:07:54 295.2 39.28 1.000E+000 3.400E-001 2.775E-006 1.200E+004 2.762E+000 8.496E-009 1.117E-003 
0T23 10:11:40 295.2 39.28 1.000E+000 3.400E-001 2.836E-006 1.200E+004 2.761E+000 8.503E-009 1.080E-003 
0T24 10:16:40 295 39.3 1.000E+000 3.400E-001 2.775E-006 1.200E+004 2.760E+000 8.419E-009 1.088E-003 
0T25 10:23:00 294.9 39.32 1.000E+000 3.400E-001 2.724E-006 1.200E+004 2.765E+000 8.378E-009 1.124E-003 
0T26 10:28:12 295.1 39.29 1.000E+000 3.400E-001 2.813E-006 1.200E+004 2.760E+000 8.543E-009 1.109E-003 
0T27 10:32:54 295.1 39.29 1.000E+000 3.400E-001 2.827E-006 1.200E+004 2.759E+000 8.512E-009 1.062E-003 
0T28 10:36:52 295.1 39.29 1.000E+000 3.400E-001 2.847E-006 1.200E+004 2.759E+000 8.512E-009 1.060E-003 
0T29 10:42:10 295 39.3 1.000E+000 3.400E-001 2.830E-006 1.200E+004 2.761E+000 8.461E-009 1.084E-003 
0T30 10:48:16 295 39.3 1.000E+000 3.400E-001 2.834E-006 1.200E+004 2.759E+000 8.506E-009 1.077E-003 
0T31 10:57:56 295.2 39.28 1.000E+000 3.400E-001 2.850E-006 1.200E+004 2.757E+000 8.593E-009 1.044E-003 
0T32 11:04:52 295.2 39.28 1.000E+000 3.400E-001 2.872E-006 1.200E+004 2.759E+000 8.588E-009 1.069E-003 
0T33 11:11:30 295 39.3 1.000E+000 3.400E-001 2.862E-006 1.200E+004 2.758E+000 8.505E-009 1.081E-003 
0T34 11:22:12 295 39.3 1.000E+000 3.400E-001 2.843E-006 1.200E+004 2.757E+000 8.544E-009 1.041E-003 
0T35 11:31:34 295.1 39.29 1.000E+000 3.400E-001 2.855E-006 1.200E+004 2.760E+000 8.567E-009 1.090E-003 
0T36 11:43:18 295 39.3 1.000E+000 3.400E-001 2.858E-006 1.200E+004 2.757E+000 8.537E-009 1.047E-003 
0T37 11:51:28 295.1 39.29 1.000E+000 3.400E-001 2.911E-006 1.200E+004 2.758E+000 8.575E-009 1.068E-003 
0T38 12:02:00 295.1 39.29 1.000E+000 3.400E-001 2.843E-006 1.200E+004 2.761E+000 8.562E-009 1.048E-003 
0T39 12:16:08 295 39.3 1.000E+000 3.400E-001 2.419E-006 1.200E+004 2.756E+000 8.325E-009 1.126E-003 
0T40 12:19:48 295 39.3 1.000E+000 3.400E-001 2.665E-006 1.200E+004 2.756E+000 8.400E-009 1.185E-003 
0T41 12:25:52 295 39.3 1.000E+000 3.400E-001 2.667E-006 1.200E+004 2.765E+000 8.393E-009 1.452E-003 
0T42 12:34:08 294.9 39.32 1.000E+000 3.400E-001 2.789E-006 1.200E+004 2.761E+000 8.417E-009 1.106E-003 
0T43 12:41:12 294.9 39.32 1.000E+000 3.400E-001 2.754E-006 1.200E+004 2.760E+000 8.420E-009 1.076E-003 
0T44 12:51:06 295.1 39.29 1.000E+000 3.400E-001 2.807E-006 1.200E+004 2.760E+000 8.523E-009 1.922E-003 
0T45 13:01:40 295 39.3 1.000E+000 3.400E-001 2.771E-006 1.200E+004 2.760E+000 8.486E-009 1.085E-003 
0T46 13:11:30 295 39.3 1.000E+000 3.400E-001 2.828E-006 1.200E+004 2.761E+000 8.488E-009 1.041E-003 
0T47 13:21:10 295 39.3 1.000E+000 3.400E-001 2.792E-006 1.200E+004 2.760E+000 8.509E-009 1.086E-003 
0T48 13:31:12 295 39.3 1.000E+000 3.400E-001 2.823E-006 1.200E+004 2.759E+000 8.521E-009 1.071E-003 
0T49 13:41:08 295 39.3 1.000E+000 3.400E-001 2.818E-006 1.200E+004 2.761E+000 8.521E-009 1.078E-003 
0T50 13:51:26 295 39.3 1.000E+000 3.400E-001 2.832E-006 1.200E+004 2.761E+000 8.515E-009 1.068E-003 
0T51 14:01:44 295 39.3 1.000E+000 3.400E-001 2.826E-006 1.200E+004 2.759E+000 8.552E-009 1.064E-003 
0T52 14:10:44 295 39.3 1.000E+000 3.400E-001 2.808E-006 1.200E+004 2.760E+000 8.548E-009 1.065E-003 
0T53 14:24:36 295.1 39.29 1.000E+000 3.400E-001 2.896E-006 1.200E+004 2.754E+000 8.691E-009 1.034E-003 
0T54 14:31:28 295 39.3 1.000E+000 3.400E-001 2.858E-006 1.200E+004 2.757E+000 8.610E-009 1.116E-003 
0T55 14:41:06 295 39.3 1.000E+000 3.400E-001 2.843E-006 1.200E+004 2.756E+000 8.624E-009 1.064E-003 
0T56 14:52:24 295 39.3 1.000E+000 3.400E-001 2.815E-006 1.200E+004 2.758E+000 8.640E-009 1.938E-003 
0T57 15:04:16 295 39.3 1.000E+000 3.400E-001 2.891E-006 1.200E+004 2.754E+000 8.672E-009 1.213E-003 
0T58 15:15:40 295 39.3 1.000E+000 3.400E-001 2.812E-006 1.200E+004 2.758E+000 8.613E-009 1.336E-003 
0T59 15:29:42 295 39.3 1.000E+000 3.400E-001 2.717E-006 1.200E+004 2.760E+000 8.604E-009 1.084E-003 
0T60 15:36:36 295 39.3 1.000E+000 3.400E-001 2.876E-006 1.200E+004 2.756E+000 8.657E-009 1.106E-003 
0T61 15:47:56 294.9 39.32 1.000E+000 3.400E-001 2.808E-006 1.200E+004 2.761E+000 8.553E-009 1.486E-003 
