Ew Nt
4.4633386E-1 3.6924133E+15
4.4361825E-1 3.1230751E+15
4.4090261E-1 2.6534842E+15
4.3818697E-1 2.2701277E+15
4.3547134E-1 1.9595714E+15
4.3275571E-1 1.7174406E+15
4.3004007E-1 1.5400457E+15
4.2732445E-1 1.4145780E+15
4.2460881E-1 1.3201386E+15
4.2189318E-1 1.2367050E+15
4.1917755E-1 1.1528567E+15
4.1646191E-1 1.0680200E+15
4.1374629E-1 9.9019964E+14
4.1103065E-1 9.3093958E+14
4.0831502E-1 8.9904057E+14
4.0559939E-1 8.9635312E+14
4.0288376E-1 9.1886170E+14
4.0016813E-1 9.6216927E+14
3.9745250E-1 1.0263220E+15
3.9473687E-1 1.1155300E+15
3.9202123E-1 1.2333145E+15
3.8930560E-1 1.3778153E+15
3.8658997E-1 1.5414546E+15
3.8387434E-1 1.7147470E+15
3.8115871E-1 1.8904330E+15
3.7844308E-1 2.0645974E+15
3.7572744E-1 2.2347065E+15
3.7301181E-1 2.3969606E+15
3.7029618E-1 2.5453163E+15
3.6758055E-1 2.6727836E+15
3.6486492E-1 2.7737928E+15
3.6214929E-1 2.8456758E+15
3.5943366E-1 2.8881707E+15
3.5671802E-1 2.9016950E+15
3.5400239E-1 2.8861136E+15
3.5128676E-1 2.8409791E+15
3.4857113E-1 2.7668191E+15
3.4585550E-1 2.6664178E+15
3.4313987E-1 2.5453154E+15
3.4042423E-1 2.4112682E+15
3.3770860E-1 2.2728307E+15
3.3499297E-1 2.1376426E+15
3.3227734E-1 2.0112074E+15
3.2956171E-1 1.8966064E+15
3.2684607E-1 1.7949875E+15
3.2413044E-1 1.7063187E+15
3.2141481E-1 1.6300047E+15
3.1869918E-1 1.5652427E+15
3.1598355E-1 1.5111961E+15
3.1326792E-1 1.4671346E+15
3.1055229E-1 1.4325219E+15
3.0783665E-1 1.4069719E+15
3.0512102E-1 1.3900696E+15
3.0240539E-1 1.3812471E+15
2.9968976E-1 1.3797970E+15
2.9697413E-1 1.3847995E+15
2.9425850E-1 1.3945443E+15
2.9154287E-1 1.4051319E+15
2.8882723E-1 1.4082118E+15
2.8611160E-1 1.3883849E+15
2.8339597E-1 1.3219965E+15
2.8068034E-1 1.1803513E+15
2.7796471E-1 9.3964908E+14
2.7524908E-1 5.9543958E+14
2.7253344E-1 3.9402058E+14
