fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
00D1 48724 319.95 36.238 1.000000000E+00 7.019113888E+00 5.337006359E-10 1.702388229E+06 1.182467079E+00 6.360270533E-09 2.975864601E-03 
00D2 48868 319.76 36.259 1.000000000E+00 6.765498712E+00 6.356000792E-10 1.991214038E+06 1.206881228E+00 6.707585387E-09 1.296069146E-02 
00D3 48964 319.83 36.251 1.000000000E+00 6.548971813E+00 5.681602107E-10 1.954704862E+06 1.197519012E+00 6.689803150E-09 9.834723431E-03 
00D4 49066 319.9 36.243 1.000000000E+00 6.240417061E+00 5.279193729E-10 1.852778186E+06 1.188870555E+00 6.580953290E-09 3.692809081E-02 
00D5 49160 319.92 36.241 1.000000000E+00 6.208145572E+00 4.708387009E-10 1.706836093E+06 1.179362317E+00 6.393168214E-09 3.828010310E-02 
00D6 49262 319.94 36.239 1.000000000E+00 6.364349268E+00 5.357640476E-10 1.974711086E+06 1.194218327E+00 6.747564900E-09 2.472409004E-02 
00D7 49366 319.96 36.236 1.000000000E+00 6.452383956E+00 4.841890010E-10 1.707568911E+06 1.183199755E+00 6.474248913E-09 1.288525239E-02 
00D8 49468 319.96 36.236 1.000000000E+00 6.103191899E+00 4.315793554E-10 1.879390757E+06 1.177500094E+00 6.438944090E-09 1.162833564E-02 
00D9 49564 319.97 36.235 1.000000000E+00 6.101299085E+00 5.070337171E-10 1.923934964E+06 1.193655558E+00 6.799530025E-09 6.770261307E-02 
0D10 49664 319.95 36.238 1.000000000E+00 6.008839848E+00 5.056208612E-10 1.788188825E+06 1.192360992E+00 6.727694925E-09 8.907476579E-03 
0D11 49760 319.96 36.236 1.000000000E+00 6.011228137E+00 4.646203420E-10 1.764342147E+06 1.188237966E+00 6.715431927E-09 3.927699497E-02 
0D12 49866 319.96 36.236 1.000000000E+00 5.788986705E+00 3.838779008E-10 1.743450293E+06 1.176358346E+00 6.556695155E-09 4.746767881E-03 
0D13 49958 319.98 36.234 1.000000000E+00 6.108066597E+00 4.667555055E-10 1.863654322E+06 1.187805872E+00 6.668934623E-09 1.313318862E-02 
0D14 50058 319.98 36.234 1.000000000E+00 6.114787871E+00 3.693636089E-10 1.902616321E+06 1.174989573E+00 6.505694706E-09 5.292256420E-02 
0D15 50160 319.97 36.235 1.000000000E+00 5.816134217E+00 3.684049209E-10 1.656402283E+06 1.173953604E+00 6.428581871E-09 1.993087782E-02 
0D16 50262 319.99 36.233 1.000000000E+00 5.834439499E+00 3.494199053E-10 1.618457722E+06 1.172108246E+00 6.417061034E-09 1.388152665E-02 
0D17 50360 319.98 36.234 1.000000000E+00 5.911429586E+00 4.935620694E-10 1.928596753E+06 1.196821217E+00 6.874945973E-09 3.305068136E-02 
0D18 50462 319.98 36.234 1.000000000E+00 5.894192939E+00 4.692039010E-10 1.887454608E+06 1.193250426E+00 6.821741538E-09 3.416843112E-02 
0D19 50562 319.98 36.234 1.000000000E+00 6.106910140E+00 3.427408281E-10 1.614561843E+06 1.172749602E+00 6.436521701E-09 6.012759431E-03 
0D20 50660 319.98 36.234 1.000000000E+00 6.041273161E+00 4.187108684E-10 1.727203765E+06 1.186769242E+00 6.731361368E-09 3.640191814E-02 
0D21 50762 319.98 36.234 1.000000000E+00 6.039153154E+00 3.479061675E-10 1.615397295E+06 1.175137929E+00 6.490170373E-09 1.539083326E-02 
0D22 50860 319.98 36.234 1.000000000E+00 5.899519085E+00 2.982846713E-10 1.697097301E+06 1.171594124E+00 6.574338254E-09 6.633274617E-03 
0D23 50960 319.98 36.234 1.000000000E+00 6.089821647E+00 3.528663686E-10 1.775989985E+06 1.180094704E+00 6.703173095E-09 2.468549799E-02 
0D24 51062 319.98 36.234 1.000000000E+00 5.952729094E+00 3.949530385E-10 1.828629761E+06 1.186570238E+00 6.790358269E-09 6.971630779E-02 
0D25 51170 319.98 36.234 1.000000000E+00 5.940565321E+00 4.052916449E-10 1.883079891E+06 1.187575909E+00 6.773347232E-09 4.870655223E-02 
0D26 51260 319.99 36.233 1.000000000E+00 5.871512844E+00 3.363814849E-10 1.720344071E+06 1.175634320E+00 6.541300165E-09 1.425381672E-02 
0D27 51458 319.98 36.234 1.000000000E+00 5.845619806E+00 3.348996349E-10 1.783125503E+06 1.179325813E+00 6.715725586E-09 1.785752032E-02 
0D28 51558 319.98 36.234 1.000000000E+00 5.884504630E+00 3.567980190E-10 1.796967743E+06 1.183150738E+00 6.778277606E-09 1.178594814E-02 
0D29 51658 319.99 36.233 1.000000000E+00 5.832143512E+00 3.964362204E-10 2.441304262E+06 1.194898369E+00 7.189589939E-09 2.485007105E-02 
0D30 51772 319.98 36.234 1.000000000E+00 5.865014309E+00 3.310366469E-10 1.681044034E+06 1.177784859E+00 6.617025888E-09 1.421672448E-02 
0D31 51866 319.99 36.233 1.000000000E+00 5.826213805E+00 3.403588100E-10 1.754118162E+06 1.181029363E+00 6.741948000E-09 5.450558816E-02 
0D32 51960 319.98 36.234 1.000000000E+00 5.828807515E+00 3.554582348E-10 1.742763778E+06 1.182838886E+00 6.754035312E-09 7.772489997E-02 
0D33 52060 319.98 36.234 1.000000000E+00 5.838523305E+00 3.563275740E-10 1.745954823E+06 1.183475650E+00 6.779484385E-09 7.780049626E-02 
0D34 52166 319.98 36.234 1.000000000E+00 5.843220458E+00 3.724874499E-10 1.756342583E+06 1.185806214E+00 6.794890999E-09 3.656439870E-02 
0D35 52260 320 36.232 1.000000000E+00 5.824915720E+00 3.312126366E-10 1.700831907E+06 1.178723752E+00 6.638936527E-09 4.777679825E-02 
0D36 52362 319.99 36.233 1.000000000E+00 5.813024504E+00 3.052779397E-10 1.682696483E+06 1.175271578E+00 6.611115791E-09 3.106365180E-03 
0D37 52468 319.98 36.234 1.000000000E+00 5.850536621E+00 3.837229672E-10 1.821800674E+06 1.186831761E+00 6.785966095E-09 3.558697267E-02 
0D38 52560 319.99 36.233 1.000000000E+00 5.830489983E+00 3.428920609E-10 1.729944684E+06 1.181966097E+00 6.749798582E-09 2.459396224E-03 
0D39 52688 319.99 36.233 1.000000000E+00 5.846399968E+00 3.680085909E-10 1.907758505E+06 1.187682700E+00 6.910637034E-09 3.426036283E-02 
0D40 52758 319.98 36.234 1.000000000E+00 5.844111010E+00 4.122039250E-10 1.788121299E+06 1.194440792E+00 6.963747182E-09 4.630253038E-02 
0D41 52858 319.99 36.233 1.000000000E+00 5.865580302E+00 3.465705082E-10 1.760466880E+06 1.183373725E+00 6.799170038E-09 2.226705612E-02 
0D42 52960 320 36.232 1.000000000E+00 5.734207674E+00 3.450589445E-10 1.768799645E+06 1.183029770E+00 6.794529316E-09 3.280942761E-02 
0D43 53064 319.99 36.233 1.000000000E+00 5.672434418E+00 3.319794472E-10 1.801066959E+06 1.181689532E+00 6.787557665E-09 4.306832943E-03 
0D44 53164 320 36.232 1.000000000E+00 5.905566275E+00 3.346592058E-10 1.762950894E+06 1.181155521E+00 6.754213439E-09 9.956085350E-03 
0D45 53260 319.98 36.234 1.000000000E+00 5.863446600E+00 2.956483515E-10 1.747132612E+06 1.176805397E+00 6.729803548E-09 7.607441191E-02 
