Ytrue Nb T d Ypred RSE
681299999999.999756 5623000000000000.000000 340.000000 0.000330 633113018368.000000 0.005383
464200000000.000854 1778000000000002.250000 300.000000 0.000180 559975366656.000000 0.035289
68129999999.999977 5623000000000000.000000 335.000000 0.000230 24812879872.000000 1.109950
1467999999999.998779 1000000000000000.000000 290.000000 0.000330 1725275176960.000000 0.026134
14679999999999.988281 31620000000000060.000000 310.000000 0.000180 13366701588480.000000 0.008790
68129999999.999977 56229999999999776.000000 325.000000 0.000280 65925677056.000000 0.001082
146799999999.999878 56229999999999776.000000 320.000000 0.000380 134186967040.000000 0.008076
10000000000000.000000 17779999999999950.000000 330.000000 0.000380 10918913114112.000000 0.007733
215400000000.000427 1778000000000002.250000 295.000000 0.000380 32055973888.000000 4.868317
681299999999.999756 31620000000000060.000000 320.000000 0.000230 676084318208.000000 0.000059
14679999999999.988281 3162000000000006.000000 300.000000 0.000330 15183792570368.000000 0.001139
100000000000000.000000 10000000000000000.000000 315.000000 0.000330 99288646418432.000000 0.000051
1000000000000.000000 100000000000000000.000000 290.000000 0.000180 974872641536.000000 0.000648
2154000000000.004395 100000000000000000.000000 320.000000 0.000230 2158477180928.000000 0.000004
46420000000.000084 56229999999999776.000000 340.000000 0.000280 42220703744.000000 0.008998
31620000000.000057 5623000000000000.000000 335.000000 0.000280 17180164096.000000 0.383827
68129999999999.976562 5623000000000000.000000 320.000000 0.000180 72977936809984.000000 0.004727
10000000000000.000000 17779999999999950.000000 340.000000 0.000280 10992022978560.000000 0.008953
68129999999.999977 5623000000000000.000000 290.000000 0.000280 58997678080.000000 0.020749
3162000000000.005859 10000000000000000.000000 340.000000 0.000280 355984179200.000000 6.994999
100000000000.000000 10000000000000000.000000 325.000000 0.000230 96878845952.000000 0.001006
6812999999999.998047 17779999999999950.000000 305.000000 0.000180 6904546852864.000000 0.000178
316200000000.000610 3162000000000006.000000 340.000000 0.000230 296531394560.000000 0.004126
14679999999999.988281 31620000000000060.000000 290.000000 0.000230 14331132510208.000000 0.000579
14679999999999.988281 10000000000000000.000000 340.000000 0.000280 416634994688.000000 33.263059
21540000000000.042969 56229999999999776.000000 305.000000 0.000180 20193032011776.000000 0.004171
4642000000000.007812 10000000000000000.000000 305.000000 0.000280 4371790430208.000000 0.003598
3162000000000.005859 3162000000000006.000000 320.000000 0.000330 3035266285568.000000 0.001673
316200000000.000610 10000000000000000.000000 330.000000 0.000280 2818214723584.000000 7.024959
68129999999999.976562 1000000000000000.000000 300.000000 0.000230 71576057806848.000000 0.002435
68129999999999.976562 1778000000000002.250000 315.000000 0.000330 67486212947968.000000 0.000090
10000000000000.000000 17779999999999950.000000 315.000000 0.000280 9889305853952.000000 0.000124
10000000000000.000000 3162000000000006.000000 330.000000 0.000330 9229709606912.000000 0.006429
31620000000000.058594 31620000000000060.000000 330.000000 0.000280 32763652603904.000000 0.001263
14679999999.999989 17779999999999950.000000 315.000000 0.000330 15479718912.000000 0.002814
681299999999.999756 3162000000000006.000000 340.000000 0.000280 656909926400.000000 0.001329
1000000000000.000000 1000000000000000.000000 290.000000 0.000180 1016366891008.000000 0.000264
316200000000.000610 3162000000000006.000000 305.000000 0.000380 332458983424.000000 0.002515
21540000000.000042 31620000000000060.000000 325.000000 0.000280 21262755840.000000 0.000168
68129999999999.976562 56229999999999776.000000 325.000000 0.000230 59356464807936.000000 0.019035
21540000000.000042 10000000000000000.000000 310.000000 0.000180 17495816192.000000 0.043399
10000000000000.000000 1778000000000002.250000 310.000000 0.000380 10126620622848.000000 0.000158
464200000000.000854 3162000000000006.000000 335.000000 0.000180 438968320000.000000 0.003124
3162000000000.005859 3162000000000006.000000 290.000000 0.000380 3317748727808.000000 0.002312
10000000000.000000 31620000000000060.000000 320.000000 0.000280 11407285248.000000 0.017361
31620000000.000057 56229999999999776.000000 320.000000 0.000280 29998161920.000000 0.002773
4642000000000.007812 1778000000000002.250000 330.000000 0.000380 4685946683392.000000 0.000089
316200000000.000610 31620000000000060.000000 340.000000 0.000280 307887374336.000000 0.000710
31620000000.000057 3162000000000006.000000 300.000000 0.000230 44919541760.000000 0.124531
68129999999.999977 100000000000000000.000000 290.000000 0.000230 66560040960.000000 0.000544
215400000000.000427 10000000000000000.000000 305.000000 0.000330 208730439680.000000 0.000989
100000000000.000000 17779999999999950.000000 330.000000 0.000230 94950678528.000000 0.002685
146799999999.999878 56229999999999776.000000 335.000000 0.000380 138304028672.000000 0.003555
14679999999.999989 10000000000000000.000000 305.000000 0.000230 13387939840.000000 0.008494
464200000000.000854 56229999999999776.000000 325.000000 0.000280 436749172736.000000 0.003717
100000000000.000000 10000000000000000.000000 295.000000 0.000180 85640871936.000000 0.024075
21540000000.000042 17779999999999950.000000 310.000000 0.000280 21238677504.000000 0.000198
316200000000.000610 1000000000000000.000000 315.000000 0.000330 322387378176.000000 0.000376
6812999999999.998047 10000000000000000.000000 305.000000 0.000330 6937800343552.000000 0.000330
14679999999.999989 10000000000000000.000000 320.000000 0.000180 18002069504.000000 0.041761
100000000000.000000 1778000000000002.250000 305.000000 0.000280 99628924928.000000 0.000014
100000000000000.000000 1778000000000002.250000 300.000000 0.000180 111096174215168.000000 0.011083
100000000000000.000000 10000000000000000.000000 330.000000 0.000180 9234006671360.000000 8.921875
1000000000000.000000 31620000000000060.000000 325.000000 0.000330 988570189824.000000 0.000132
215400000000.000427 31620000000000060.000000 305.000000 0.000280 203791007744.000000 0.003070
46420000000000.085938 1778000000000002.250000 330.000000 0.000180 44679995326464.000000 0.001460
1467999999999.998779 3162000000000006.000000 340.000000 0.000330 1445905956864.000000 0.000230
68129999999999.976562 31620000000000060.000000 310.000000 0.000330 61454975762432.000000 0.010642
2154000000000.004395 56229999999999776.000000 335.000000 0.000180 2241049657344.000000 0.001570
31620000000000.058594 5623000000000000.000000 340.000000 0.000180 30504877293568.000000 0.001289
14679999999.999989 1000000000000000.000000 335.000000 0.000280 16152386560.000000 0.009143
46420000000.000084 17779999999999950.000000 305.000000 0.000330 45539487744.000000 0.000367
14679999999999.988281 56229999999999776.000000 310.000000 0.000230 13387086954496.000000 0.008506
31620000000.000057 56229999999999776.000000 305.000000 0.000330 29256140800.000000 0.006040
1000000000000.000000 3162000000000006.000000 320.000000 0.000330 1010946867200.000000 0.000119
100000000000.000000 31620000000000060.000000 305.000000 0.000230 97693204480.000000 0.000545
464200000000.000854 3162000000000006.000000 295.000000 0.000230 33756729344.000000 11.824052
100000000000.000000 5623000000000000.000000 290.000000 0.000330 109020938240.000000 0.007464
31620000000.000057 17779999999999950.000000 300.000000 0.000230 28973938688.000000 0.007642
464200000000.000854 56229999999999776.000000 300.000000 0.000180 466271830016.000000 0.000020
68129999999.999977 1778000000000002.250000 305.000000 0.000180 79861604352.000000 0.025295
100000000000.000000 3162000000000006.000000 310.000000 0.000180 86123659264.000000 0.022358
100000000000000.000000 1000000000000000.000000 295.000000 0.000180 110025032859648.000000 0.009134
681299999999.999756 100000000000000000.000000 310.000000 0.000180 694745104384.000000 0.000382
10000000000.000000 3162000000000006.000000 290.000000 0.000280 51446988800.000000 3.339074
4642000000000.007812 56229999999999776.000000 340.000000 0.000280 4646905577472.000000 0.000001
68129999999999.976562 3162000000000006.000000 290.000000 0.000180 80436952825856.000000 0.027638
3162000000000.005859 31620000000000060.000000 335.000000 0.000330 3191171186688.000000 0.000084
31620000000.000057 31620000000000060.000000 330.000000 0.000180 32660285440.000000 0.001048
46420000000.000084 1000000000000000.000000 335.000000 0.000280 28230955008.000000 0.252458
31620000000.000057 1000000000000000.000000 325.000000 0.000330 25445781504.000000 0.047379
6812999999999.998047 1778000000000002.250000 325.000000 0.000380 6696143421440.000000 0.000299
21540000000.000042 56229999999999776.000000 340.000000 0.000380 21030760448.000000 0.000572
681299999999.999756 1778000000000002.250000 315.000000 0.000280 715246862336.000000 0.002365
21540000000.000042 1778000000000002.250000 290.000000 0.000230 71256612864.000000 1.610394
316200000000.000610 17779999999999950.000000 325.000000 0.000380 328016625664.000000 0.001346
21540000000.000042 31620000000000060.000000 290.000000 0.000380 20056653824.000000 0.005093
6812999999999.998047 5623000000000000.000000 330.000000 0.000230 6476101320704.000000 0.002572
100000000000.000000 1778000000000002.250000 320.000000 0.000280 114635096064.000000 0.018684
4642000000000.007812 56229999999999776.000000 305.000000 0.000280 4561555161088.000000 0.000306
100000000000000.000000 3162000000000006.000000 335.000000 0.000330 98417111990272.000000 0.000255
3162000000000.005859 5623000000000000.000000 315.000000 0.000230 3533820395520.000000 0.012373
681299999999.999756 5623000000000000.000000 300.000000 0.000230 693537865728.000000 0.000317
100000000000.000000 3162000000000006.000000 305.000000 0.000280 47291150336.000000 0.587472
1000000000000.000000 10000000000000000.000000 315.000000 0.000230 1527888216064.000000 0.182386
46420000000.000084 1000000000000000.000000 320.000000 0.000380 41784442880.000000 0.011079
46420000000000.085938 17779999999999950.000000 330.000000 0.000280 50438216876032.000000 0.006896
1000000000000.000000 56229999999999776.000000 335.000000 0.000230 988893675520.000000 0.000125
14679999999.999989 5623000000000000.000000 320.000000 0.000380 52290281472.000000 1.842749
31620000000.000057 10000000000000000.000000 325.000000 0.000330 34484535296.000000 0.007525
3162000000000.005859 17779999999999950.000000 310.000000 0.000180 3052182962176.000000 0.001250
100000000000.000000 10000000000000000.000000 330.000000 0.000280 100611670016.000000 0.000037
100000000000000.000000 3162000000000006.000000 325.000000 0.000180 109945819234304.000000 0.008997
46420000000.000084 31620000000000060.000000 335.000000 0.000230 44589527040.000000 0.001619
6812999999999.998047 17779999999999950.000000 325.000000 0.000380 7725745438720.000000 0.015828
31620000000.000057 31620000000000060.000000 330.000000 0.000280 31754293248.000000 0.000018
4642000000000.007812 17779999999999950.000000 320.000000 0.000230 4539670855680.000000 0.000497
100000000000.000000 31620000000000060.000000 310.000000 0.000330 93757669376.000000 0.004156
215400000000.000427 17779999999999950.000000 320.000000 0.000180 219069480960.000000 0.000285
4642000000000.007812 5623000000000000.000000 315.000000 0.000280 4514916597760.000000 0.000771
14679999999.999989 56229999999999776.000000 320.000000 0.000380 14584668160.000000 0.000042
14679999999.999989 1778000000000002.250000 330.000000 0.000180 17503617024.000000 0.031028
46420000000.000084 17779999999999950.000000 305.000000 0.000380 45283508224.000000 0.000614
1000000000000.000000 1000000000000000.000000 325.000000 0.000180 976166453248.000000 0.000582
46420000000000.085938 100000000000000000.000000 340.000000 0.000280 45181202071552.000000 0.000732
46420000000.000084 56229999999999776.000000 310.000000 0.000180 42362327040.000000 0.008373
215400000000.000427 31620000000000060.000000 315.000000 0.000380 210710708224.000000 0.000484
464200000000.000854 5623000000000000.000000 305.000000 0.000180 586400333824.000000 0.054859
46420000000000.085938 100000000000000000.000000 325.000000 0.000380 44790309715968.000000 0.001277
215400000000.000427 10000000000000000.000000 290.000000 0.000280 199868809216.000000 0.005603
21540000000000.042969 5623000000000000.000000 290.000000 0.000380 4410630995968.000000 3.088420
10000000000000.000000 100000000000000000.000000 340.000000 0.000230 10110222991360.000000 0.000120
68129999999999.976562 1778000000000002.250000 315.000000 0.000280 67687464042496.000000 0.000042
21540000000.000042 1000000000000000.000000 305.000000 0.000330 37424775168.000000 0.313009
1000000000000.000000 31620000000000060.000000 300.000000 0.000230 996965482496.000000 0.000009
100000000000.000000 10000000000000000.000000 315.000000 0.000180 85657608192.000000 0.024015
3162000000000.005859 100000000000000000.000000 340.000000 0.000380 3260081242112.000000 0.000933
14679999999.999989 31620000000000060.000000 305.000000 0.000230 14247071744.000000 0.000896
681299999999.999756 1000000000000000.000000 335.000000 0.000330 713269051392.000000 0.002103
464200000000.000854 10000000000000000.000000 335.000000 0.000330 539120238592.000000 0.022429
1000000000000.000000 1778000000000002.250000 290.000000 0.000180 1062238945280.000000 0.003647
6812999999999.998047 31620000000000060.000000 335.000000 0.000330 6971627929600.000000 0.000530
316200000000.000610 1000000000000000.000000 310.000000 0.000230 349868064768.000000 0.010246
4642000000000.007812 100000000000000000.000000 320.000000 0.000330 4646772932608.000000 0.000001
