Ytrue Nb T d Ypred RSE
10000000000.000000 1778000000000002.250000 287.000000 0.000380 35888672768.000000 1.867507
14679999999.999989 1778000000000002.250000 287.000000 0.000380 33858734080.000000 0.740019
21540000000.000042 1778000000000002.250000 287.000000 0.000380 32071110656.000000 0.160542
31620000000.000057 1778000000000002.250000 287.000000 0.000380 30664452096.000000 0.000942
46420000000.000084 1778000000000002.250000 287.000000 0.000380 42615738368.000000 0.007316
68129999999.999977 1778000000000002.250000 287.000000 0.000380 66222538752.000000 0.000806
100000000000.000000 1778000000000002.250000 287.000000 0.000380 95534817280.000000 0.002087
146799999999.999878 1778000000000002.250000 287.000000 0.000380 125804773376.000000 0.023868
215400000000.000427 1778000000000002.250000 287.000000 0.000380 127783247872.000000 0.278904
316200000000.000610 1778000000000002.250000 287.000000 0.000380 76877864960.000000 2.356148
464200000000.000854 1778000000000002.250000 287.000000 0.000380 47345389568.000000 7.906538
681299999999.999756 1778000000000002.250000 287.000000 0.000380 763655290880.000000 0.013036
1000000000000.000000 1778000000000002.250000 287.000000 0.000380 1272881086464.000000 0.058500
1467999999999.998779 1778000000000002.250000 287.000000 0.000380 1707477958656.000000 0.022880
2154000000000.004395 1778000000000002.250000 287.000000 0.000380 2344295071744.000000 0.007171
3162000000000.005859 1778000000000002.250000 287.000000 0.000380 3406972846080.000000 0.005571
4642000000000.007812 1778000000000002.250000 287.000000 0.000380 5086466015232.000000 0.008367
6812999999999.998047 1778000000000002.250000 287.000000 0.000380 7321341132800.000000 0.005181
10000000000000.000000 1778000000000002.250000 287.000000 0.000380 10161147084800.000000 0.000256
14679999999999.988281 1778000000000002.250000 287.000000 0.000380 15216403283968.000000 0.001288
21540000000000.042969 1778000000000002.250000 287.000000 0.000380 22052905943040.000000 0.000554
31620000000000.058594 1778000000000002.250000 287.000000 0.000380 31013407293440.000000 0.000375
46420000000000.085938 1778000000000002.250000 287.000000 0.000380 46610394382336.000000 0.000017
68129999999999.976562 1778000000000002.250000 287.000000 0.000380 69968876011520.000000 0.000709
100000000000000.000000 1778000000000002.250000 287.000000 0.000380 107617821130752.000000 0.005392
10000000000.000000 1778000000000002.250000 292.000000 0.000380 37346291712.000000 2.002393
14679999999.999989 1778000000000002.250000 292.000000 0.000380 34889449472.000000 0.797423
21540000000.000042 1778000000000002.250000 292.000000 0.000380 34376339456.000000 0.222524
31620000000.000057 1778000000000002.250000 292.000000 0.000380 30244081664.000000 0.001980
46420000000.000084 1778000000000002.250000 292.000000 0.000380 36731179008.000000 0.055056
68129999999.999977 1778000000000002.250000 292.000000 0.000380 59977641984.000000 0.016264
100000000000.000000 1778000000000002.250000 292.000000 0.000380 80964329472.000000 0.044755
146799999999.999878 1778000000000002.250000 292.000000 0.000380 88793939968.000000 0.258129
215400000000.000427 1778000000000002.250000 292.000000 0.000380 67802308608.000000 1.491657
316200000000.000610 1778000000000002.250000 292.000000 0.000380 35093377024.000000 7.121232
464200000000.000854 1778000000000002.250000 292.000000 0.000380 472808718336.000000 0.000338
681299999999.999756 1778000000000002.250000 292.000000 0.000380 786418499584.000000 0.020624
1000000000000.000000 1778000000000002.250000 292.000000 0.000380 1218728558592.000000 0.039256
1467999999999.998779 1778000000000002.250000 292.000000 0.000380 1619226787840.000000 0.009621
2154000000000.004395 1778000000000002.250000 292.000000 0.000380 2268778201088.000000 0.002696
3162000000000.005859 1778000000000002.250000 292.000000 0.000380 3299280683008.000000 0.001806
4642000000000.007812 1778000000000002.250000 292.000000 0.000380 4997232197632.000000 0.005440
6812999999999.998047 1778000000000002.250000 292.000000 0.000380 7190894608384.000000 0.002915
10000000000000.000000 1778000000000002.250000 292.000000 0.000380 10032243539968.000000 0.000010
14679999999999.988281 1778000000000002.250000 292.000000 0.000380 15282102861824.000000 0.001616
21540000000000.042969 1778000000000002.250000 292.000000 0.000380 21824219906048.000000 0.000172
31620000000000.058594 1778000000000002.250000 292.000000 0.000380 30431682494464.000000 0.001467
46420000000000.085938 1778000000000002.250000 292.000000 0.000380 46090804002816.000000 0.000051
68129999999999.976562 1778000000000002.250000 292.000000 0.000380 69694543364096.000000 0.000516
100000000000000.000000 1778000000000002.250000 292.000000 0.000380 105184478887936.000000 0.002555
10000000000.000000 1778000000000002.250000 297.000000 0.000380 37984636928.000000 2.061728
14679999999.999989 1778000000000002.250000 297.000000 0.000380 36381982720.000000 0.881833
