Ytrue Nb T d Ypred RSE
12000000000.000008 1000000000000000.000000 290.000000 0.000280 68879646720.000000 3.914187
19190000000.000019 1000000000000000.000000 290.000000 0.000280 62969389056.000000 1.586116
30700000000.000034 1000000000000000.000000 290.000000 0.000280 55789867008.000000 0.367539
49090000000.000069 1000000000000000.000000 290.000000 0.000280 48520949760.000000 0.000136
78519999999.999939 1000000000000000.000000 290.000000 0.000280 44142645248.000000 0.340962
125599999999.999878 1000000000000000.000000 290.000000 0.000280 45555789824.000000 1.119764
200900000000.000061 1000000000000000.000000 290.000000 0.000280 44857241600.000000 2.701934
321199999999.999634 1000000000000000.000000 290.000000 0.000280 111679299584.000000 1.223786
513799999999.999634 1000000000000000.000000 290.000000 0.000280 514747891712.000000 0.000003
821700000000.000977 1000000000000000.000000 290.000000 0.000280 934544801792.000000 0.016582
1313999999999.998535 1000000000000000.000000 290.000000 0.000280 1443586768896.000000 0.008853
2102000000000.002197 1000000000000000.000000 290.000000 0.000280 2302879989760.000000 0.008336
3362000000000.000000 1000000000000000.000000 290.000000 0.000280 3756515917824.000000 0.012324
5377000000000.003906 1000000000000000.000000 290.000000 0.000280 5876494106624.000000 0.007896
8600000000000.012695 1000000000000000.000000 290.000000 0.000280 8786467094528.000000 0.000460
13750000000000.003906 1000000000000000.000000 290.000000 0.000280 14428008349696.000000 0.002317
22000000000000.019531 1000000000000000.000000 290.000000 0.000280 22935790157824.000000 0.001735
35180000000000.031250 1000000000000000.000000 290.000000 0.000280 35825760862208.000000 0.000331
56270000000000.039062 1000000000000000.000000 290.000000 0.000280 58778233864192.000000 0.001902
90000000000000.062500 1000000000000000.000000 290.000000 0.000280 95004064219136.000000 0.002929
12000000000.000008 1000000000000000.000000 295.000000 0.000280 67853991936.000000 3.831350
19190000000.000019 1000000000000000.000000 295.000000 0.000280 67026161664.000000 1.779071
30700000000.000034 1000000000000000.000000 295.000000 0.000280 66350194688.000000 0.623941
49090000000.000069 1000000000000000.000000 295.000000 0.000280 67066945536.000000 0.098159
78519999999.999939 1000000000000000.000000 295.000000 0.000280 72613478400.000000 0.006119
125599999999.999878 1000000000000000.000000 295.000000 0.000280 92979175424.000000 0.091120
200900000000.000061 1000000000000000.000000 295.000000 0.000280 170678452224.000000 0.026636
321199999999.999634 1000000000000000.000000 295.000000 0.000280 313228328960.000000 0.000632
513799999999.999634 1000000000000000.000000 295.000000 0.000280 560364126208.000000 0.007531
821700000000.000977 1000000000000000.000000 295.000000 0.000280 900563861504.000000 0.008405
1313999999999.998535 1000000000000000.000000 295.000000 0.000280 1521506713600.000000 0.021537
2102000000000.002197 1000000000000000.000000 295.000000 0.000280 2417420926976.000000 0.019579
3362000000000.000000 1000000000000000.000000 295.000000 0.000280 3851885215744.000000 0.018532
5377000000000.003906 1000000000000000.000000 295.000000 0.000280 5979642527744.000000 0.011295
8600000000000.012695 1000000000000000.000000 295.000000 0.000280 8788608811008.000000 0.000471
13750000000000.003906 1000000000000000.000000 295.000000 0.000280 14654911807488.000000 0.004064
22000000000000.019531 1000000000000000.000000 295.000000 0.000280 23153384357888.000000 0.002612
35180000000000.031250 1000000000000000.000000 295.000000 0.000280 36406361587712.000000 0.001174
56270000000000.039062 1000000000000000.000000 295.000000 0.000280 58851722264576.000000 0.002013
90000000000000.062500 1000000000000000.000000 295.000000 0.000280 95730534449152.000000 0.003812
12000000000.000008 1000000000000000.000000 300.000000 0.000280 44841287680.000000 2.004384
19190000000.000019 1000000000000000.000000 300.000000 0.000280 46721581056.000000 0.845415
30700000000.000034 1000000000000000.000000 300.000000 0.000280 52814426112.000000 0.301620
49090000000.000069 1000000000000000.000000 300.000000 0.000280 63385866240.000000 0.065680
78519999999.999939 1000000000000000.000000 300.000000 0.000280 79270354944.000000 0.000090
125599999999.999878 1000000000000000.000000 300.000000 0.000280 120653553664.000000 0.001615
200900000000.000061 1000000000000000.000000 300.000000 0.000280 200042676224.000000 0.000018
321199999999.999634 1000000000000000.000000 300.000000 0.000280 346543489024.000000 0.005770
513799999999.999634 1000000000000000.000000 300.000000 0.000280 558669824000.000000 0.007014
821700000000.000977 1000000000000000.000000 300.000000 0.000280 857470074880.000000 0.001816
1313999999999.998535 1000000000000000.000000 300.000000 0.000280 1470549065728.000000 0.012683
2102000000000.002197 1000000000000000.000000 300.000000 0.000280 2377568223232.000000 0.015195
3362000000000.000000 1000000000000000.000000 300.000000 0.000280 3654051430400.000000 0.006943
5377000000000.003906 1000000000000000.000000 300.000000 0.000280 5859331014656.000000 0.007384
8600000000000.012695 1000000000000000.000000 300.000000 0.000280 8754092834816.000000 0.000315
13750000000000.003906 1000000000000000.000000 300.000000 0.000280 14679808147456.000000 0.004283
22000000000000.019531 1000000000000000.000000 300.000000 0.000280 23145861873664.000000 0.002579
35180000000000.031250 1000000000000000.000000 300.000000 0.000280 36177637801984.000000 0.000782
56270000000000.039062 1000000000000000.000000 300.000000 0.000280 58694012239872.000000 0.001779
90000000000000.062500 1000000000000000.000000 300.000000 0.000280 97090109702144.000000 0.005753
12000000000.000008 1000000000000000.000000 305.000000 0.000280 34614267904.000000 1.231200
19190000000.000019 1000000000000000.000000 305.000000 0.000280 37754949632.000000 0.475706
30700000000.000034 1000000000000000.000000 305.000000 0.000280 43225432064.000000 0.118225
49090000000.000069 1000000000000000.000000 305.000000 0.000280 59725299712.000000 0.038579
78519999999.999939 1000000000000000.000000 305.000000 0.000280 79783952384.000000 0.000255
125599999999.999878 1000000000000000.000000 305.000000 0.000280 126689959936.000000 0.000075
200900000000.000061 1000000000000000.000000 305.000000 0.000280 206917320704.000000 0.000871
321199999999.999634 1000000000000000.000000 305.000000 0.000280 332591857664.000000 0.001215
513799999999.999634 1000000000000000.000000 305.000000 0.000280 513465417728.000000 0.000000
821700000000.000977 1000000000000000.000000 305.000000 0.000280 814313046016.000000 0.000082
1313999999999.998535 1000000000000000.000000 305.000000 0.000280 1408271515648.000000 0.004803
2102000000000.002197 1000000000000000.000000 305.000000 0.000280 2276583538688.000000 0.006369
3362000000000.000000 1000000000000000.000000 305.000000 0.000280 3363678453760.000000 0.000000
5377000000000.003906 1000000000000000.000000 305.000000 0.000280 5610659119104.000000 0.001810
8600000000000.012695 1000000000000000.000000 305.000000 0.000280 8385568178176.000000 0.000638
13750000000000.003906 1000000000000000.000000 305.000000 0.000280 13814254796800.000000 0.000022
22000000000000.019531 1000000000000000.000000 305.000000 0.000280 22244386406400.000000 0.000122
35180000000000.031250 1000000000000000.000000 305.000000 0.000280 34415163998208.000000 0.000483
56270000000000.039062 1000000000000000.000000 305.000000 0.000280 54806550937600.000000 0.000694
90000000000000.062500 1000000000000000.000000 305.000000 0.000280 87351590125568.000000 0.000892
12000000000.000008 1000000000000000.000000 310.000000 0.000280 26793359360.000000 0.680652
19190000000.000019 1000000000000000.000000 310.000000 0.000280 29529483264.000000 0.188654
30700000000.000034 1000000000000000.000000 310.000000 0.000280 36704006144.000000 0.031991
49090000000.000069 1000000000000000.000000 310.000000 0.000280 55322259456.000000 0.014302
78519999999.999939 1000000000000000.000000 310.000000 0.000280 80033120256.000000 0.000364
125599999999.999878 1000000000000000.000000 310.000000 0.000280 127860432896.000000 0.000318
200900000000.000061 1000000000000000.000000 310.000000 0.000280 216566513664.000000 0.005641
321199999999.999634 1000000000000000.000000 310.000000 0.000280 337197596672.000000 0.002363
513799999999.999634 1000000000000000.000000 310.000000 0.000280 537172770816.000000 0.001979
821700000000.000977 1000000000000000.000000 310.000000 0.000280 847918792704.000000 0.000987
1313999999999.998535 1000000000000000.000000 310.000000 0.000280 1387533172736.000000 0.002966
2102000000000.002197 1000000000000000.000000 310.000000 0.000280 2220002902016.000000 0.002984
3362000000000.000000 1000000000000000.000000 310.000000 0.000280 3494166134784.000000 0.001487
5377000000000.003906 1000000000000000.000000 310.000000 0.000280 5702488686592.000000 0.003455
8600000000000.012695 1000000000000000.000000 310.000000 0.000280 8439899095040.000000 0.000353
13750000000000.003906 1000000000000000.000000 310.000000 0.000280 13679951085568.000000 0.000026
22000000000000.019531 1000000000000000.000000 310.000000 0.000280 22289517117440.000000 0.000171
35180000000000.031250 1000000000000000.000000 310.000000 0.000280 34700569608192.000000 0.000188
56270000000000.039062 1000000000000000.000000 310.000000 0.000280 56096739819520.000000 0.000010
90000000000000.062500 1000000000000000.000000 310.000000 0.000280 89861805572096.000000 0.000002
12000000000.000008 1000000000000000.000000 315.000000 0.000280 22563424256.000000 0.412120
19190000000.000019 1000000000000000.000000 315.000000 0.000280 24848648192.000000 0.067150
30700000000.000034 1000000000000000.000000 315.000000 0.000280 30480035840.000000 0.000052
49090000000.000069 1000000000000000.000000 315.000000 0.000280 50939547648.000000 0.001368
78519999999.999939 1000000000000000.000000 315.000000 0.000280 79751200768.000000 0.000242
