Ew Nt
4.5101055E-1 -1.4393273E+14
4.4826648E-1 -4.0791355E+13
4.4552239E-1 4.1342076E+13
4.4277830E-1 8.9862779E+13
4.4003421E-1 1.0656955E+14
4.3729013E-1 1.0974933E+14
4.3454604E-1 1.2214547E+14
4.3180196E-1 1.5445130E+14
4.2905787E-1 1.9782268E+14
4.2631379E-1 2.3165073E+14
4.2356970E-1 2.3981882E+14
4.2082561E-1 2.2165526E+14
4.1808153E-1 1.8979498E+14
4.1533744E-1 1.5968259E+14
4.1259335E-1 1.4115877E+14
4.0984927E-1 1.3699300E+14
4.0710518E-1 1.4514042E+14
4.0436110E-1 1.6051147E+14
4.0161701E-1 1.7633269E+14
3.9887292E-1 1.8670221E+14
3.9612884E-1 1.8926677E+14
3.9338475E-1 1.8560580E+14
3.9064067E-1 1.7931182E+14
3.8789658E-1 1.7400408E+14
3.8515249E-1 1.7255805E+14
3.8240841E-1 1.7680234E+14
3.7966432E-1 1.8686737E+14
3.7692024E-1 2.0074272E+14
3.7417615E-1 2.1503118E+14
3.7143206E-1 2.2681000E+14
3.6868798E-1 2.3539320E+14
3.6594389E-1 2.4277726E+14
3.6319981E-1 2.5246431E+14
3.6045572E-1 2.6744968E+14
3.5771163E-1 2.8873667E+14
3.5496755E-1 3.1533291E+14
3.5222346E-1 3.4552503E+14
3.4947938E-1 3.7833104E+14
3.4673529E-1 4.1415117E+14
3.4399120E-1 4.5446027E+14
3.4124712E-1 5.0104194E+14
3.3850303E-1 5.5532196E+14
3.3575895E-1 6.1799815E+14
3.3301486E-1 6.8882397E+14
3.3027077E-1 7.6641149E+14
3.2752669E-1 8.4817747E+14
3.2478260E-1 9.3067614E+14
3.2203852E-1 1.0102726E+15
3.1929443E-1 1.0837527E+15
3.1655034E-1 1.1485022E+15
3.1380626E-1 1.2023065E+15
3.1106217E-1 1.2431810E+15
3.0831809E-1 1.2695121E+15
3.0557400E-1 1.2804183E+15
3.0282991E-1 1.2759996E+15
3.0008583E-1 1.2572496E+15
2.9734174E-1 1.2256069E+15
2.9459766E-1 1.1821240E+15
2.9185357E-1 1.1261204E+15
2.8910948E-1 1.0533990E+15
2.8636540E-1 9.5495259E+14
2.8362131E-1 8.1803715E+14
2.8087723E-1 6.3114780E+14
2.7813314E-1 3.9184118E+14
2.7538905E-1 2.5654667E+14
