N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+17 290 1.800E-4 1.245211153E+00 1.260017204E+00
1.468000E+10 1.000E+17 290 1.800E-4 1.249788795E+00 1.260734260E+00
2.154000E+10 1.000E+17 290 1.800E-4 1.253783417E+00 1.261758419E+00
3.162000E+10 1.000E+17 290 1.800E-4 1.257281837E+00 1.263047956E+00
4.642000E+10 1.000E+17 290 1.800E-4 1.260374674E+00 1.264665198E+00
6.813000E+10 1.000E+17 290 1.800E-4 1.263713601E+00 1.266978633E+00
1.000000E+11 1.000E+17 290 1.800E-4 1.267176065E+00 1.269597138E+00
1.468000E+11 1.000E+17 290 1.800E-4 1.271091208E+00 1.272842945E+00
2.154000E+11 1.000E+17 290 1.800E-4 1.275170607E+00 1.276473008E+00
3.162000E+11 1.000E+17 290 1.800E-4 1.279411968E+00 1.280442458E+00
4.642000E+11 1.000E+17 290 1.800E-4 1.283985646E+00 1.284776500E+00
6.813000E+11 1.000E+17 290 1.800E-4 1.288702420E+00 1.289487108E+00
1.000000E+12 1.000E+17 290 1.800E-4 1.293825693E+00 1.294540875E+00
1.468000E+12 1.000E+17 290 1.800E-4 1.299295987E+00 1.299908871E+00
2.154000E+12 1.000E+17 290 1.800E-4 1.305132268E+00 1.305632607E+00
3.162000E+12 1.000E+17 290 1.800E-4 1.308492499E+00 1.308899842E+00
4.642000E+12 1.000E+17 290 1.800E-4 1.312972763E+00 1.313336435E+00
6.813000E+12 1.000E+17 290 1.800E-4 1.325275691E+00 1.325598685E+00
1.000000E+13 1.000E+17 290 1.800E-4 1.332770784E+00 1.333035877E+00
