name time T kT_1 I
00 8:51:20 281 41.26 3.416E-005
00 8:56:50 282.8 41 2.929E-005
00 9:02:08 285.8 40.57 3.543E-005
00 9:07:20 290.3 39.94 4.020E-005
00 9:13:42 293.5 39.5 4.455E-005
00 9:19:24 299.3 38.74 4.854E-005
00 9:27:14 302.7 38.3 5.312E-005
00 9:32:22 307 37.77 5.466E-005
00 9:39:56 311.1 37.27 5.792E-005
001 9:45:00 317.1 36.56 5.915E-005
001 9:49:50 320.7 36.15 5.870E-005
001 9:55:00 324.3 35.75 5.992E-005
001 10:00:46 328.6 35.28 6.208E-005
001 10:06:24 332.3 34.89 6.181E-005
001 10:12:00 337.1 34.39 6.438E-005
001 10:18:02 342.1 33.89 6.518E-005
001 10:23:48 347 33.41 6.515E-005
001 10:30:04 351.1 33.02 6.571E-005
