T(K) Nd(cm-3) Mu(cm2/Vs)
395 2.72791E+15 2.46336E+2
379 1.16953E+16 2.55159E+2
460 1.58697E+16 1.68687E+2
351 1.84410E+18 1.35550E+2
238 2.80390E+16 5.07891E+2
319 1.06191E+17 2.64104E+2
314 1.45313E+14 4.21068E+2
466 2.78560E+14 1.73635E+2
309 3.84380E+17 2.10249E+2
223 3.60457E+18 1.96577E+2
470 1.23692E+18 1.01520E+2
383 4.07006E+18 1.09916E+2
351 2.05264E+13 3.31024E+2
396 1.40954E+16 2.30468E+2
332 3.15553E+15 3.55663E+2
364 4.96929E+17 1.64821E+2
452 5.08320E+17 1.23417E+2
292 1.98278E+16 3.96580E+2
348 6.08591E+17 1.67372E+2
291 5.33682E+14 4.92499E+2
315 5.46182E+15 3.86511E+2
428 4.27165E+18 9.56827E+1
245 2.92430E+15 6.61837E+2
466 2.38269E+13 1.74556E+2
499 2.70744E+15 1.47341E+2
433 8.25554E+17 1.20779E+2
427 1.88721E+16 1.94935E+2
339 2.59287E+16 2.95564E+2
231 8.11233E+14 7.95892E+2
400 8.72740E+13 2.45066E+2
248 1.35453E+16 5.47668E+2
252 1.03654E+14 6.89502E+2
484 1.92884E+16 1.50390E+2
467 1.81776E+17 1.35518E+2
345 9.68381E+16 2.39383E+2
497 9.16420E+15 1.46036E+2
325 2.91890E+14 3.88037E+2
411 6.75289E+14 2.29500E+2
354 3.52720E+13 3.23930E+2
399 5.02058E+13 2.46643E+2
331 6.29928E+14 3.69445E+2
465 3.24872E+15 1.71620E+2
376 7.57084E+14 2.79535E+2
418 1.94210E+16 2.02995E+2
477 4.16113E+13 1.65641E+2
352 2.82000E+13 3.27233E+2
229 7.43741E+16 4.24069E+2
362 1.61068E+16 2.73199E+2
285 4.44794E+13 5.25212E+2
436 2.11902E+13 2.02962E+2
358 3.88309E+15 3.00935E+2
327 1.13868E+17 2.51746E+2
354 1.93174E+14 3.23043E+2
492 3.06407E+15 1.51702E+2
219 3.12367E+13 9.45191E+2
452 1.31628E+15 1.85044E+2
444 5.87741E+18 8.83662E+1
302 8.86067E+14 4.51015E+2
430 3.50859E+18 9.77287E+1
393 6.36251E+18 1.01258E+2
442 1.60852E+16 1.83694E+2
255 1.88396E+14 6.65333E+2
287 1.46380E+18 1.74157E+2
319 9.08461E+15 3.63431E+2
288 3.07843E+16 3.79706E+2
484 2.17351E+14 1.59973E+2
258 1.24715E+18 1.98609E+2
420 1.16181E+15 2.18196E+2
376 1.18254E+18 1.35354E+2
303 8.57626E+18 1.31866E+2
437 1.30201E+14 2.01305E+2
437 2.01822E+16 1.85558E+2
316 4.41796E+16 3.10844E+2
381 1.98825E+17 1.83823E+2
370 4.31877E+16 2.39381E+2
418 3.15616E+14 2.22382E+2
273 4.50254E+18 1.56471E+2
418 3.03391E+16 1.97653E+2
251 1.51435E+14 6.89702E+2
278 8.43277E+15 4.76061E+2
370 5.22592E+17 1.60141E+2
452 3.99438E+15 1.82251E+2
485 5.33596E+13 1.59034E+2
292 1.02797E+15 4.80865E+2
261 8.27683E+17 2.11913E+2
380 9.36509E+17 1.39391E+2
220 8.56857E+13 9.36593E+2
399 7.91565E+14 2.44665E+2
372 8.89462E+13 2.89667E+2
396 1.28216E+15 2.47373E+2
246 1.69882E+13 7.35946E+2
423 7.63698E+13 2.16639E+2
311 1.45118E+18 1.60651E+2
253 4.04058E+14 6.74047E+2
369 6.31928E+16 2.30053E+2
321 5.43558E+17 1.87123E+2
450 2.94280E+14 1.88084E+2
335 7.88115E+15 3.33417E+2
247 2.64704E+18 1.84578E+2
443 7.75107E+17 1.18482E+2
369 1.35482E+13 2.94744E+2
362 7.42534E+17 1.54104E+2
397 1.56292E+17 1.79850E+2
311 3.23236E+13 4.31254E+2
475 2.63865E+14 1.66455E+2
495 2.44251E+16 1.42665E+2
371 1.34452E+15 2.85112E+2
422 2.70222E+17 1.50391E+2
487 1.41703E+13 1.57877E+2
377 4.49308E+15 2.68371E+2
402 4.27134E+13 2.42620E+2
463 9.55273E+15 1.69483E+2
489 1.23021E+14 1.56536E+2
284 2.94387E+17 2.43546E+2
217 6.93441E+14 9.18551E+2
249 4.55477E+14 6.96016E+2
353 1.75555E+16 2.84536E+2
494 2.34119E+18 8.65027E+1
416 7.25820E+15 2.14282E+2
378 5.20518E+13 2.79679E+2
234 1.05006E+14 8.11027E+2
379 4.15788E+14 2.75908E+2
430 7.05414E+13 2.09079E+2
208 3.90044E+15 8.72779E+2
325 1.82538E+15 3.78127E+2
214 1.23938E+15 9.19091E+2
233 9.82712E+15 6.33713E+2
346 1.67247E+16 2.96723E+2
489 1.41390E+16 1.48954E+2
302 1.08025E+14 4.59459E+2
436 2.28641E+18 1.01889E+2
366 1.77511E+16 2.66331E+2
358 1.00866E+17 2.25050E+2
426 4.73095E+13 2.13744E+2
442 4.12548E+13 1.96582E+2
431 1.16508E+16 1.96211E+2
497 8.44499E+18 7.36093E+1
206 5.63001E+18 2.02807E+2
371 4.23006E+15 2.77603E+2
250 5.96220E+18 1.66400E+2
441 2.23515E+13 1.97717E+2
389 7.41436E+14 2.59069E+2
458 8.46278E+16 1.52182E+2
444 9.91825E+16 1.58657E+2
497 2.73800E+18 8.38550E+1
250 5.94630E+14 6.83323E+2
313 1.18344E+17 2.64353E+2
331 3.63343E+17 1.96852E+2
422 2.38190E+18 1.05587E+2
412 2.90588E+16 2.03860E+2
455 7.21947E+13 1.83690E+2
233 1.18891E+14 8.20209E+2
356 3.42192E+15 3.05035E+2
287 1.58841E+17 2.76717E+2
413 2.61577E+17 1.56415E+2
201 2.33162E+15 9.78260E+2
443 3.10211E+15 1.91211E+2
335 2.47488E+17 2.09652E+2
294 1.56976E+15 4.70415E+2
258 6.30376E+15 5.60629E+2
300 9.05999E+16 2.94917E+2
441 2.20633E+14 1.97229E+2
424 6.27592E+13 2.15217E+2
360 2.87857E+15 2.99969E+2
472 3.54598E+18 8.67305E+1
411 7.57177E+15 2.19678E+2
255 5.12044E+13 6.72505E+2
377 1.68824E+18 1.27188E+2
445 2.88205E+18 9.61456E+1
489 7.19767E+13 1.56419E+2
438 7.87541E+18 8.70155E+1
392 5.24410E+13 2.57223E+2
432 9.62869E+18 8.70608E+1
388 3.48976E+13 2.63887E+2
272 1.88865E+15 5.51113E+2
422 1.26429E+15 2.15701E+2
328 8.59717E+17 1.67225E+2
444 7.29687E+16 1.63936E+2
412 1.16466E+14 2.29995E+2
449 6.05319E+14 1.88086E+2
332 8.44743E+16 2.59888E+2
387 3.43744E+13 2.64833E+2
358 1.01395E+16 2.88889E+2
484 9.47500E+13 1.59783E+2
239 3.44449E+16 4.84579E+2
233 1.18827E+16 6.16076E+2
300 2.85227E+16 3.61147E+2
333 1.41908E+18 1.49948E+2
400 2.18251E+16 2.20130E+2
288 4.63126E+18 1.47578E+2
441 2.32258E+15 1.93842E+2
296 2.19240E+16 3.82447E+2
452 6.49710E+13 1.86747E+2
282 8.37010E+17 1.96409E+2
486 1.35178E+14 1.58652E+2
375 2.15612E+16 2.50273E+2
314 1.35263E+14 4.20926E+2
308 3.28599E+17 2.17800E+2
495 2.02075E+17 1.21082E+2
407 5.55527E+15 2.26172E+2
