T d154 d184 d214 d244
d 150 180 210 240
290 1.204795293E+00 1.204225484E+00 1.203485665E+00 1.202843969E+00
295 1.198099598E+00 1.197911576E+00 1.197520865E+00 1.195963758E+00
300 1.183177755E+00 1.183662831E+00 1.184011522E+00 1.183086869E+00
305 1.151828714E+00 1.153553581E+00 1.155392046E+00 1.155791257E+00
310 1.091691441E+00 1.095596664E+00 1.100157020E+00 1.103022288E+00
315 1.017629543E+00 1.016118731E+00 1.015085042E+00 1.014334765E+00
320 1.018227522E+00 1.016534724E+00 1.015308088E+00 1.014443109E+00
325 1.021058707E+00 1.018930703E+00 1.017328623E+00 1.016157703E+00
330 1.026904984E+00 1.024023979E+00 1.021743840E+00 1.020010214E+00
335 1.036786203E+00 1.032794680E+00 1.029461419E+00 1.026812704E+00
340 1.051739610E+00 1.046344247E+00 1.041603666E+00 1.037641451E+00
