Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.164895703E+00 1.123716695E+0 4.117900800E-02 1.164895703E+00 1.123716695E+0 4.117900800E-02
1.468000E+10 1.164921547E+00 1.119330545E+0 4.559100200E-02 1.164921547E+00 1.119330545E+0 4.559100200E-02
2.154000E+10 1.164958863E+00 1.115102007E+0 4.985685600E-02 1.164958863E+00 1.115102007E+0 4.985685600E-02
3.162000E+10 1.165013117E+00 1.111015754E+0 5.399736300E-02 1.165013117E+00 1.111015754E+0 5.399736300E-02
4.642000E+10 1.165091894E+00 1.107071304E+0 5.802059000E-02 1.165091894E+00 1.107071304E+0 5.802059000E-02
6.813000E+10 1.165205185E+00 1.103267017E+0 6.193816800E-02 1.165205185E+00 1.103267017E+0 6.193816800E-02
1.000000E+11 1.165366566E+00 1.099595004E+0 6.577156200E-02 1.165366566E+00 1.099595004E+0 6.577156200E-02
1.468000E+11 1.165594123E+00 1.096050093E+0 6.954403000E-02 1.165594123E+00 1.096050093E+0 6.954403000E-02
2.154000E+11 1.165908572E+00 1.092633541E+0 7.327503100E-02 1.165908572E+00 1.092633541E+0 7.327503100E-02
3.162000E+11 1.166334321E+00 1.089332859E+0 7.700146200E-02 1.166334321E+00 1.089332859E+0 7.700146200E-02
4.642000E+11 1.166892083E+00 1.086147566E+0 8.074451700E-02 1.166892083E+00 1.086147566E+0 8.074451700E-02
6.813000E+11 1.167594239E+00 1.083076248E+0 8.451799100E-02 1.167594239E+00 1.083076248E+0 8.451799100E-02
1.000000E+12 1.168436621E+00 1.080112452E+0 8.832416900E-02 1.168436621E+00 1.080112452E+0 8.832416900E-02
1.468000E+12 1.169392586E+00 1.077251928E+0 9.214065800E-02 1.169392586E+00 1.077251928E+0 9.214065800E-02
2.154000E+12 1.171127321E+00 1.074495615E+0 9.663170600E-02 1.171127321E+00 1.074495615E+0 9.663170600E-02
3.162000E+12 1.171869238E+00 1.071833374E+0 1.000358640E-01 1.171869238E+00 1.071833374E+0 1.000358640E-01
4.642000E+12 1.179858753E+00 1.069264753E+0 1.105940000E-01 1.179858753E+00 1.069264753E+0 1.105940000E-01
6.813000E+12 1.181188398E+00 1.066788554E+0 1.143998440E-01 1.181188398E+00 1.066788554E+0 1.143998440E-01
1.000000E+13 1.181696286E+00 1.064399519E+0 1.172967670E-01 1.181696286E+00 1.064399519E+0 1.172967670E-01
