N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -1.050000000E-06 6.870000000E-07 1.950000000E-06 2.961000000E-06
1.600000000E+01 6.260700000E-05 6.093900000E-05 5.984600000E-05 5.924100000E-05
1.700000000E+01 1.048914000E-03 1.036270000E-03 1.037174000E-03 1.038116000E-03
1.549996187E+01 1.603500000E-05 1.583200000E-05 1.578700000E-05 1.580600000E-05
1.649996187E+01 2.536760000E-04 2.479220000E-04 2.455670000E-04 2.438180000E-04
1.674996808E+01 5.177270000E-04 5.094300000E-04 5.057190000E-04 5.035590000E-04
1.624993176E+01 1.250040000E-04 1.216960000E-04 1.200030000E-04 1.188140000E-04
1.574996808E+01 3.197100000E-05 3.105600000E-05 3.054400000E-05 3.029500000E-05
1.524993176E+01 6.596000000E-06 7.192000000E-06 7.683000000E-06 8.124000000E-06
