N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+17 315 2.400E-4 1.232466534E+00 1.265460227E+00
1.468000E+10 1.000E+17 315 2.400E-4 1.247274087E+00 1.267501103E+00
2.154000E+10 1.000E+17 315 2.400E-4 1.253729003E+00 1.269101227E+00
3.162000E+10 1.000E+17 315 2.400E-4 1.262592541E+00 1.272217299E+00
4.642000E+10 1.000E+17 315 2.400E-4 1.269345515E+00 1.275380791E+00
6.813000E+10 1.000E+17 315 2.400E-4 1.274101948E+00 1.279057280E+00
1.000000E+11 1.000E+17 315 2.400E-4 1.280408023E+00 1.284149396E+00
1.468000E+11 1.000E+17 315 2.400E-4 1.286971049E+00 1.289385557E+00
2.154000E+11 1.000E+17 315 2.400E-4 1.293239218E+00 1.294173151E+00
3.162000E+11 1.000E+17 315 2.400E-4 1.298299652E+00 1.298631110E+00
4.642000E+11 1.000E+17 315 2.400E-4 1.302893637E+00 1.303023785E+00
6.813000E+11 1.000E+17 315 2.400E-4 1.306574561E+00 1.307046070E+00
1.000000E+12 1.000E+17 315 2.400E-4 1.310751739E+00 1.311215620E+00
1.468000E+12 1.000E+17 315 2.400E-4 1.314655021E+00 1.315037341E+00
2.154000E+12 1.000E+17 315 2.400E-4 1.318450639E+00 1.318851033E+00
3.162000E+12 1.000E+17 315 2.400E-4 1.295559824E+00 1.295940840E+00
4.642000E+12 1.000E+17 315 2.400E-4 1.311945860E+00 1.312294440E+00
6.813000E+12 1.000E+17 315 2.400E-4 1.336274627E+00 1.336545033E+00
1.000000E+13 1.000E+17 315 2.400E-4 1.341819620E+00 1.341992749E+00
