fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0T01 10:40:36 295 39.3 1.000E+000 1.090E+000 4.115E-006 1.000E+020 2.938E+000 3.953E-009 1.488E-003 
0T02 10:42:50 295 39.3 1.000E+000 1.090E+000 4.158E-006 1.000E+020 2.937E+000 3.944E-009 1.632E-003 
0T03 10:48:08 295.1 39.29 1.000E+000 1.090E+000 4.207E-006 1.000E+020 2.933E+000 3.992E-009 1.423E-003 
0T04 10:51:34 295 39.3 1.000E+000 1.090E+000 4.097E-006 1.000E+020 2.936E+000 3.952E-009 1.500E-003 
0T05 10:55:08 295 39.3 1.000E+000 1.090E+000 4.109E-006 1.000E+020 2.936E+000 3.953E-009 1.505E-003 
0T06 10:58:44 294.9 39.32 1.000E+000 1.090E+000 4.113E-006 1.000E+020 2.936E+000 3.928E-009 1.508E-003 
0T07 11:01:54 294.9 39.32 1.000E+000 1.090E+000 4.168E-006 1.000E+020 2.935E+000 3.938E-009 1.486E-003 
0T08 11:04:26 295 39.3 1.000E+000 1.090E+000 4.229E-006 1.000E+020 2.929E+000 3.998E-009 3.372E-003 
0T09 11:07:44 295 39.3 1.000E+000 1.090E+000 4.172E-006 1.000E+020 2.935E+000 3.957E-009 1.514E-003 
0T10 11:14:28 295 39.3 1.000E+000 1.090E+000 4.156E-006 1.000E+020 2.935E+000 3.955E-009 1.470E-003 
0T11 11:18:24 295 39.3 1.000E+000 1.090E+000 4.167E-006 1.000E+020 2.935E+000 3.960E-009 1.505E-003 
0T12 11:22:02 295 39.3 1.000E+000 1.090E+000 4.141E-006 1.000E+020 2.938E+000 3.943E-009 1.587E-003 
0T13 11:27:34 295 39.3 1.000E+000 1.090E+000 4.220E-006 1.000E+020 2.934E+000 3.968E-009 1.577E-003 
