N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -3.250060400E-02 -2.633190800E-02 -2.343205300E-02 -2.251818300E-02
1.600000000E+01 2.495995400E-02 2.543129800E-02 2.539484900E-02 2.527655200E-02
1.700000000E+01 6.204189200E-02 6.119378900E-02 5.952329700E-02 5.967438400E-02
1.549996187E+01 -5.330874600E-02 -5.008812500E-02 -4.524583200E-02 -4.129795800E-02
1.649996187E+01 4.912299000E-02 4.938858700E-02 4.900552500E-02 4.868596600E-02
1.674996808E+01 5.857037300E-02 5.652590000E-02 5.655191100E-02 5.622061100E-02
1.624993176E+01 3.811478300E-02 3.821271100E-02 3.798475200E-02 3.743234600E-02
1.574996808E+01 3.587110000E-03 4.649629000E-03 5.651139000E-03 7.216966000E-03
1.524993176E+01 -1.664659090E-01 -1.641652210E-01 -1.623173110E-01 -1.608151030E-01
