N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 6.602477000E-03 8.928280000E-03 8.963740000E-03 8.826061000E-03
1.600000000E+01 2.035185100E-02 1.964175600E-02 1.873083800E-02 1.804347900E-02
1.700000000E+01 7.810785100E-02 7.748823500E-02 7.545410500E-02 7.500623000E-02
1.549996187E+01 -1.075767330E-01 -1.195851200E-01 -1.267765220E-01 -1.313283940E-01
1.649996187E+01 5.611268600E-02 5.758317900E-02 5.791975900E-02 5.796448800E-02
1.674996808E+01 7.048089600E-02 6.946518600E-02 6.979463200E-02 6.936347100E-02
1.624993176E+01 4.009265500E-02 4.073989200E-02 4.094255100E-02 4.070918300E-02
1.574996808E+01 -1.501189300E-02 -1.924598100E-02 -2.242093600E-02 -2.385951500E-02
1.524993176E+01 -1.550095530E-01 -1.475529130E-01 -1.405598100E-01 -1.342263570E-01
