fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_320 001_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 3.019151420E-29 1.000000000E+20 1.018433631E+00 1.000463146E-13 6.532057390E-03 
001_320_SRH 001_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 6.216352902E-29 1.000000000E+20 1.020005054E+00 9.364221734E-14 7.174834184E-03 
002_320 002_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.059336249E-28 1.000000000E+20 1.018886306E+00 1.436401506E-13 6.704509604E-03 
002_320_SRH 002_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.435662741E-28 1.000000000E+20 1.019986237E+00 1.372417710E-13 7.154602721E-03 
003_320 003_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.247095067E-28 1.000000000E+20 1.019195376E+00 2.073939311E-13 6.812898968E-03 
003_320_SRH 003_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 8.494084428E-29 1.000000000E+20 1.019958884E+00 2.010012961E-13 7.125066042E-03 
004_320 004_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.734880557E-28 1.000000000E+20 1.019392488E+00 3.004701259E-13 6.867141138E-03 
004_320_SRH 004_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 9.096543946E-29 1.000000000E+20 1.019919307E+00 2.940839781E-13 7.082052548E-03 
005_320 005_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.736889639E-28 1.000000000E+20 1.019500476E+00 4.360184729E-13 6.872581579E-03 
005_320_SRH 005_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 6.289299634E-28 1.000000000E+20 1.019862428E+00 4.296404174E-13 7.019642680E-03 
006_320 006_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.819011279E-28 1.000000000E+20 1.019533578E+00 6.327163937E-13 6.829494410E-03 
006_320_SRH 006_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.600088351E-28 1.000000000E+20 1.019781497E+00 6.263491244E-13 6.929574572E-03 
007_320 007_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 7.463837082E-29 1.000000000E+20 1.019498603E+00 9.166965984E-13 6.732881995E-03 
007_320_SRH 007_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 2.493914657E-28 1.000000000E+20 1.019668045E+00 9.103442120E-13 6.800605540E-03 
008_320 008_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 7.589613326E-29 1.000000000E+20 1.019396866E+00 1.323738520E-12 6.572500244E-03 
008_320_SRH 008_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 2.544668367E-27 1.000000000E+20 1.019512505E+00 1.317406933E-12 6.618028272E-03 
009_320 009_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.518401649E-28 1.000000000E+20 1.019227487E+00 1.901335111E-12 6.333459276E-03 
009_320_SRH 009_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 4.626972487E-28 1.000000000E+20 1.019306358E+00 1.895032546E-12 6.363813252E-03 
010_320 010_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.996818237E-27 1.000000000E+20 1.018993298E+00 2.709839425E-12 5.998211943E-03 
010_320_SRH 010_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 5.094641097E-27 1.000000000E+20 1.019047128E+00 2.703576853E-12 6.018229251E-03 
011_320 011_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 9.188074146E-28 1.000000000E+20 1.018711083E+00 3.821506230E-12 5.551311565E-03 
011_320_SRH 011_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 3.023974579E-28 1.000000000E+20 1.018747939E+00 3.815297607E-12 5.564322548E-03 
012_320 012_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 3.994760725E-27 1.000000000E+20 1.018427484E+00 5.316420679E-12 4.988040645E-03 
012_320_SRH 012_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 3.019620364E-28 1.000000000E+20 1.018452919E+00 5.310282639E-12 4.996337562E-03 
013_320 013_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 5.795312207E-28 1.000000000E+20 1.018235319E+00 7.275940454E-12 4.329130584E-03 
013_320_SRH 013_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 5.473281984E-28 1.000000000E+20 1.018253149E+00 7.269890811E-12 4.334305438E-03 
014_320 014_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 5.560842456E-27 1.000000000E+20 1.018284826E+00 9.778056447E-12 3.631475038E-03 
014_320_SRH 014_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 5.526747673E-27 1.000000000E+20 1.018297679E+00 9.772111867E-12 3.634628373E-03 
015_320 015_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 5.558791593E-27 1.000000000E+20 1.018770014E+00 1.290292462E-11 2.992791643E-03 
015_320_SRH 015_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 5.424024604E-27 1.000000000E+20 1.018779687E+00 1.289709766E-11 2.994676958E-03 
016_320 016_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 5.522864524E-27 1.000000000E+20 1.019884085E+00 1.675604607E-11 2.527837525E-03 
016_320_SRH 016_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 3.080872202E-26 1.000000000E+20 1.019891754E+00 1.675034064E-11 2.528982799E-03 
017_320 017_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 6.088886273E-12 1.000000000E+20 1.033060424E+00 1.552235189E-11 2.302007670E-03 
017_320_SRH 017_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 6.082146365E-12 1.000000000E+20 1.033056614E+00 1.552341806E-11 2.302760418E-03 
018_320 018_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.330397945E-11 1.000000000E+20 1.060992012E+00 1.461417061E-11 2.207089183E-03 
018_320_SRH 018_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.329855051E-11 1.000000000E+20 1.060991533E+00 1.461405815E-11 2.207634747E-03 
019_320 019_320.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.806062785E-11 1.000000000E+20 1.081716358E+00 1.797333029E-11 2.194947133E-03 
019_320_SRH 019_320_srh.dat 320 36.232 1.000000000E+00 0.000000000E+00 1.805544358E-11 1.000000000E+20 1.081717254E+00 1.797306809E-11 2.195357097E-03 
