T d154 d184 d214 d244
d 150 180 210 240
290 2.441930000E-04 2.316270000E-04 2.248170000E-04 2.209790000E-04
295 2.268790000E-04 2.146350000E-04 2.082010000E-04 2.042600000E-04
300 2.151650000E-04 2.022600000E-04 1.951510000E-04 1.926970000E-04
305 2.045440000E-04 1.912830000E-04 1.846930000E-04 1.824440000E-04
310 2.058170000E-04 1.940780000E-04 1.883170000E-04 1.813960000E-04
315 2.137050000E-04 2.007460000E-04 1.960760000E-04 1.898600000E-04
320 2.244130000E-04 2.141030000E-04 2.077410000E-04 2.035220000E-04
325 2.504230000E-04 2.395570000E-04 2.330410000E-04 2.289680000E-04
330 2.859620000E-04 2.745280000E-04 2.676330000E-04 2.628600000E-04
335 3.269850000E-04 3.155750000E-04 3.079750000E-04 3.036260000E-04
340 3.813140000E-04 3.691640000E-04 3.608050000E-04 3.558500000E-04
