N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 5.623e+16 290 1.163322962E+00 1.193107045E+00
1.468000E+10 5.623e+16 290 1.166545034E+00 1.193110633E+00
2.154000E+10 5.623e+16 290 1.168491309E+00 1.193115496E+00
3.162000E+10 5.623e+16 290 1.179455378E+00 1.193122342E+00
4.642000E+10 5.623e+16 290 1.180486816E+00 1.193132107E+00
6.813000E+10 5.623e+16 290 1.181203217E+00 1.193146117E+00
1.000000E+11 5.623e+16 290 1.181704119E+00 1.193166144E+00
1.468000E+11 5.623e+16 290 1.182060316E+00 1.193194565E+00
2.154000E+11 5.623e+16 290 1.188971323E+00 1.193234364E+00
3.162000E+11 5.623e+16 290 1.192928051E+00 1.193289054E+00
4.642000E+11 5.623e+16 290 1.193116873E+00 1.193362233E+00
6.813000E+11 5.623e+16 290 1.193290184E+00 1.193456769E+00
1.000000E+12 5.623e+16 290 1.193460605E+00 1.193573576E+00
1.468000E+12 5.623e+16 290 1.193633625E+00 1.193710167E+00
2.154000E+12 5.623e+16 290 1.200918413E+00 1.204763470E+00
3.162000E+12 5.623e+16 290 1.211145204E+00 1.214273847E+00
4.642000E+12 5.623e+16 290 1.217679224E+00 1.217708210E+00
6.813000E+12 5.623e+16 290 1.217876788E+00 1.217896418E+00
1.000000E+13 5.623e+16 290 1.229877370E+00 1.229892128E+00
