N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 5.623e+16 340 1.130064745E+00 1.162136222E+00
1.468000E+10 5.623e+16 340 1.139693713E+00 1.162498938E+00
2.154000E+10 5.623e+16 340 1.144098626E+00 1.163025533E+00
3.162000E+10 5.623e+16 340 1.150281173E+00 1.163780371E+00
4.642000E+10 5.623e+16 340 1.155303327E+00 1.164851137E+00
6.813000E+10 5.623e+16 340 1.159629591E+00 1.166354739E+00
1.000000E+11 5.623e+16 340 1.163683084E+00 1.168417018E+00
1.468000E+11 5.623e+16 340 1.167839775E+00 1.171179625E+00
2.154000E+11 5.623e+16 340 1.172377807E+00 1.174744117E+00
3.162000E+11 5.623e+16 340 1.175288869E+00 1.175641141E+00
4.642000E+11 5.623e+16 340 1.180173345E+00 1.181341372E+00
6.813000E+11 5.623e+16 340 1.184670808E+00 1.184822188E+00
1.000000E+12 5.623e+16 340 1.187485069E+00 1.188055438E+00
1.468000E+12 5.623e+16 340 1.192969471E+00 1.193379548E+00
2.154000E+12 5.623e+16 340 1.198459787E+00 1.198750423E+00
3.162000E+12 5.623e+16 340 1.203108086E+00 1.203326490E+00
4.642000E+12 5.623e+16 340 1.207153320E+00 1.207300533E+00
6.813000E+12 5.623e+16 340 1.210693507E+00 1.210795308E+00
1.000000E+13 5.623e+16 340 1.213223520E+00 1.213294428E+00
