N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 5.623e+16 325 1.130606193E+00 1.157669264E+00
1.468000E+10 5.623e+16 325 1.138123295E+00 1.158003882E+00
2.154000E+10 5.623e+16 325 1.144292879E+00 1.158484565E+00
3.162000E+10 5.623e+16 325 1.149139194E+00 1.159165935E+00
4.642000E+10 5.623e+16 325 1.153083013E+00 1.160123052E+00
6.813000E+10 5.623e+16 325 1.156508798E+00 1.161437432E+00
1.000000E+11 5.623e+16 325 1.159749282E+00 1.163198983E+00
1.468000E+11 5.623e+16 325 1.163058995E+00 1.165058063E+00
2.154000E+11 5.623e+16 325 1.165489715E+00 1.166175356E+00
3.162000E+11 5.623e+16 325 1.167138196E+00 1.167721630E+00
4.642000E+11 5.623e+16 325 1.171359446E+00 1.172177138E+00
6.813000E+11 5.623e+16 325 1.175788118E+00 1.176365238E+00
1.000000E+12 5.623e+16 325 1.179125599E+00 1.179393297E+00
1.468000E+12 5.623e+16 325 1.181756065E+00 1.182014500E+00
2.154000E+12 5.623e+16 325 1.184999811E+00 1.185257508E+00
3.162000E+12 5.623e+16 325 1.189004271E+00 1.189257767E+00
4.642000E+12 5.623e+16 325 1.193819033E+00 1.194066826E+00
6.813000E+12 5.623e+16 325 1.196898105E+00 1.196967598E+00
1.000000E+13 5.623e+16 325 1.198583185E+00 1.198630713E+00
