N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 5.623e+16 300 1.128222350E+00 1.138791142E+00
1.468000E+10 5.623e+16 300 1.131659949E+00 1.139063606E+00
2.154000E+10 5.623e+16 300 1.134296504E+00 1.139448723E+00
3.162000E+10 5.623e+16 300 1.136412465E+00 1.139983491E+00
4.642000E+10 5.623e+16 300 1.138237788E+00 1.140707793E+00
6.813000E+10 5.623e+16 300 1.139950983E+00 1.141658510E+00
1.000000E+11 5.623e+16 300 1.141677172E+00 1.142858043E+00
1.468000E+11 5.623e+16 300 1.143479465E+00 1.144296842E+00
2.154000E+11 5.623e+16 300 1.145890029E+00 1.146456604E+00
3.162000E+11 5.623e+16 300 1.148401280E+00 1.148794108E+00
4.642000E+11 5.623e+16 300 1.149922131E+00 1.150194673E+00
6.813000E+11 5.623e+16 300 1.151414018E+00 1.151602325E+00
1.000000E+12 5.623e+16 300 1.153061249E+00 1.153199712E+00
1.468000E+12 5.623e+16 300 1.159742585E+00 1.160390963E+00
2.154000E+12 5.623e+16 300 1.166014976E+00 1.166101688E+00
3.162000E+12 5.623e+16 300 1.166772944E+00 1.167059462E+00
4.642000E+12 5.623e+16 300 1.167606957E+00 1.167741446E+00
6.813000E+12 5.623e+16 300 1.168327039E+00 1.168296144E+00
1.000000E+13 5.623e+16 300 1.158168545E+00 1.158143651E+00
