N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 5.623e+16 305 1.170644912E+00 1.208099399E+00
1.468000E+10 5.623e+16 305 1.175886073E+00 1.208107862E+00
2.154000E+10 5.623e+16 305 1.179658412E+00 1.208120070E+00
3.162000E+10 5.623e+16 305 1.185480482E+00 1.208137739E+00
4.642000E+10 5.623e+16 305 1.188297913E+00 1.208163396E+00
6.813000E+10 5.623e+16 305 1.192675108E+00 1.208200321E+00
1.000000E+11 5.623e+16 305 1.196160429E+00 1.208253387E+00
1.468000E+11 5.623e+16 305 1.196904082E+00 1.208328440E+00
2.154000E+11 5.623e+16 305 1.197462692E+00 1.208433312E+00
3.162000E+11 5.623e+16 305 1.204479033E+00 1.208576654E+00
4.642000E+11 5.623e+16 305 1.208265820E+00 1.208767138E+00
6.813000E+11 5.623e+16 305 1.208670450E+00 1.209011133E+00
1.000000E+12 5.623e+16 305 1.209077855E+00 1.209309159E+00
1.468000E+12 5.623e+16 305 1.209496436E+00 1.209653323E+00
2.154000E+12 5.623e+16 305 1.209862663E+00 1.209968146E+00
3.162000E+12 5.623e+16 305 1.210389117E+00 1.210461244E+00
4.642000E+12 5.623e+16 305 1.220133860E+00 1.221542528E+00
6.813000E+12 5.623e+16 305 1.221876789E+00 1.221913260E+00
1.000000E+13 5.623e+16 305 1.222199943E+00 1.222225971E+00
