N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 5.623e+16 320 1.131568534E+00 1.154909365E+00
1.468000E+10 5.623e+16 320 1.138457916E+00 1.155236735E+00
2.154000E+10 5.623e+16 320 1.143799471E+00 1.155703509E+00
3.162000E+10 5.623e+16 320 1.147992300E+00 1.156363941E+00
4.642000E+10 5.623e+16 320 1.151427866E+00 1.157285087E+00
6.813000E+10 5.623e+16 320 1.154455061E+00 1.158543990E+00
1.000000E+11 5.623e+16 320 1.157356978E+00 1.160211600E+00
1.468000E+11 5.623e+16 320 1.160345611E+00 1.162327990E+00
2.154000E+11 5.623e+16 320 1.162919507E+00 1.163651798E+00
3.162000E+11 5.623e+16 320 1.164861782E+00 1.165490904E+00
4.642000E+11 5.623e+16 320 1.167422636E+00 1.167984400E+00
6.813000E+11 5.623e+16 320 1.171218299E+00 1.171686695E+00
1.000000E+12 5.623e+16 320 1.174743248E+00 1.175229825E+00
1.468000E+12 5.623e+16 320 1.179720998E+00 1.180185100E+00
2.154000E+12 5.623e+16 320 1.183031888E+00 1.183914266E+00
3.162000E+12 5.623e+16 320 1.185650074E+00 1.186114952E+00
4.642000E+12 5.623e+16 320 1.187781481E+00 1.187896273E+00
6.813000E+12 5.623e+16 320 1.189346648E+00 1.189401900E+00
1.000000E+13 5.623e+16 320 1.190711897E+00 1.190714927E+00
