N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 5.623e+16 330 1.132813301E+00 1.159992163E+00
1.468000E+10 5.623e+16 330 1.137085394E+00 1.160333035E+00
2.154000E+10 5.623e+16 330 1.144117736E+00 1.160823107E+00
3.162000E+10 5.623e+16 330 1.149660390E+00 1.161522371E+00
4.642000E+10 5.623e+16 330 1.154146663E+00 1.162506972E+00
6.813000E+10 5.623e+16 330 1.158000029E+00 1.163870667E+00
1.000000E+11 5.623e+16 330 1.161592889E+00 1.165712617E+00
1.468000E+11 5.623e+16 330 1.165226702E+00 1.168052030E+00
2.154000E+11 5.623e+16 330 1.168354168E+00 1.168998377E+00
3.162000E+11 5.623e+16 330 1.169760101E+00 1.170303021E+00
4.642000E+11 5.623e+16 330 1.174750969E+00 1.175742233E+00
6.813000E+11 5.623e+16 330 1.179465011E+00 1.179719458E+00
1.000000E+12 5.623e+16 330 1.181263627E+00 1.181503237E+00
1.468000E+12 5.623e+16 330 1.183520139E+00 1.183750624E+00
2.154000E+12 5.623e+16 330 1.186303170E+00 1.186527750E+00
3.162000E+12 5.623e+16 330 1.191210075E+00 1.191565701E+00
4.642000E+12 5.623e+16 330 1.196716628E+00 1.196834252E+00
6.813000E+12 5.623e+16 330 1.198931042E+00 1.199148185E+00
1.000000E+13 5.623e+16 330 1.204931511E+00 1.205143974E+00
