N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 5.623e+16 295 1.162200009E+00 1.191269329E+00
1.468000E+10 5.623e+16 295 1.169033666E+00 1.191273724E+00
2.154000E+10 5.623e+16 295 1.175639023E+00 1.191279922E+00
3.162000E+10 5.623e+16 295 1.177418143E+00 1.191288788E+00
4.642000E+10 5.623e+16 295 1.182738168E+00 1.191301553E+00
6.813000E+10 5.623e+16 295 1.189310375E+00 1.191319925E+00
1.000000E+11 5.623e+16 295 1.189973426E+00 1.191346239E+00
1.468000E+11 5.623e+16 295 1.190447109E+00 1.191383576E+00
2.154000E+11 5.623e+16 295 1.190797791E+00 1.191435819E+00
3.162000E+11 5.623e+16 295 1.191073279E+00 1.193018919E+00
4.642000E+11 5.623e+16 295 1.191307990E+00 1.197902671E+00
6.813000E+11 5.623e+16 295 1.194057574E+00 1.202215667E+00
1.000000E+12 5.623e+16 295 1.202232894E+00 1.202382242E+00
1.468000E+12 5.623e+16 295 1.202475060E+00 1.202576278E+00
2.154000E+12 5.623e+16 295 1.202685743E+00 1.202754116E+00
3.162000E+12 5.623e+16 295 1.203026144E+00 1.203072900E+00
4.642000E+12 5.623e+16 295 1.210391845E+00 1.214007933E+00
6.813000E+12 5.623e+16 295 1.224722995E+00 1.226722010E+00
1.000000E+13 5.623e+16 295 1.227308086E+00 1.227325914E+00
