N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 5.623e+16 340 1.172420720E+00 1.234534190E+00
1.468000E+10 5.623e+16 340 1.186367593E+00 1.234589454E+00
2.154000E+10 5.623e+16 340 1.199414363E+00 1.234670313E+00
3.162000E+10 5.623e+16 340 1.209499680E+00 1.234788456E+00
4.642000E+10 5.623e+16 340 1.217078852E+00 1.234958623E+00
6.813000E+10 5.623e+16 340 1.222694275E+00 1.235203707E+00
1.000000E+11 5.623e+16 340 1.226865943E+00 1.235553858E+00
1.468000E+11 5.623e+16 340 1.230043348E+00 1.236047471E+00
2.154000E+11 5.623e+16 340 1.232595508E+00 1.236731841E+00
3.162000E+11 5.623e+16 340 1.234812937E+00 1.237657554E+00
4.642000E+11 5.623e+16 340 1.236916652E+00 1.238871473E+00
6.813000E+11 5.623e+16 340 1.239057047E+00 1.240400246E+00
1.000000E+12 5.623e+16 340 1.241308352E+00 1.242231488E+00
1.468000E+12 5.623e+16 340 1.243332269E+00 1.244451170E+00
2.154000E+12 5.623e+16 340 1.245941739E+00 1.246405036E+00
3.162000E+12 5.623e+16 340 1.248351235E+00 1.248670063E+00
4.642000E+12 5.623e+16 340 1.249805114E+00 1.250580160E+00
6.813000E+12 5.623e+16 340 1.252708855E+00 1.252751472E+00
1.000000E+13 5.623e+16 340 1.259113257E+00 1.259222635E+00
