N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 5.623e+16 325 1.178328041E+00 1.218818651E+00
1.468000E+10 5.623e+16 325 1.189459608E+00 1.218843053E+00
2.154000E+10 5.623e+16 325 1.197927359E+00 1.218878699E+00
3.162000E+10 5.623e+16 325 1.204187954E+00 1.218930791E+00
4.642000E+10 5.623e+16 325 1.208731773E+00 1.219006142E+00
6.813000E+10 5.623e+16 325 1.212003970E+00 1.219114736E+00
1.000000E+11 5.623e+16 325 1.214372670E+00 1.219269967E+00
1.468000E+11 5.623e+16 325 1.216128099E+00 1.219489339E+00
2.154000E+11 5.623e+16 325 1.217492736E+00 1.219794232E+00
3.162000E+11 5.623e+16 325 1.218635454E+00 1.220208670E+00
4.642000E+11 5.623e+16 325 1.219680892E+00 1.220754988E+00
6.813000E+11 5.623e+16 325 1.220714602E+00 1.221447362E+00
1.000000E+12 5.623e+16 325 1.221783117E+00 1.222282629E+00
1.468000E+12 5.623e+16 325 1.226187145E+00 1.227620625E+00
2.154000E+12 5.623e+16 325 1.228450739E+00 1.228689715E+00
3.162000E+12 5.623e+16 325 1.229616155E+00 1.229778994E+00
4.642000E+12 5.623e+16 325 1.231830393E+00 1.233087823E+00
6.813000E+12 5.623e+16 325 1.236838735E+00 1.236918852E+00
1.000000E+13 5.623e+16 325 1.247838433E+00 1.247897588E+00
