N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 5.623e+16 315 1.132035249E+00 1.151609257E+00
1.468000E+10 5.623e+16 315 1.137959027E+00 1.151925232E+00
2.154000E+10 5.623e+16 315 1.142521918E+00 1.152374917E+00
3.162000E+10 5.623e+16 315 1.146110357E+00 1.153010528E+00
4.642000E+10 5.623e+16 315 1.149078776E+00 1.153890901E+00
6.813000E+10 5.623e+16 315 1.151732546E+00 1.155082833E+00
1.000000E+11 5.623e+16 315 1.154313216E+00 1.156646480E+00
1.468000E+11 5.623e+16 315 1.156988352E+00 1.158615739E+00
2.154000E+11 5.623e+16 315 1.159837966E+00 1.160975197E+00
3.162000E+11 5.623e+16 315 1.162971163E+00 1.163651446E+00
4.642000E+11 5.623e+16 315 1.165948586E+00 1.166560180E+00
6.813000E+11 5.623e+16 315 1.169714076E+00 1.170279582E+00
1.000000E+12 5.623e+16 315 1.172319350E+00 1.172592043E+00
1.468000E+12 5.623e+16 315 1.174920401E+00 1.175110259E+00
2.154000E+12 5.623e+16 315 1.176708915E+00 1.177409786E+00
3.162000E+12 5.623e+16 315 1.178571521E+00 1.179013356E+00
4.642000E+12 5.623e+16 315 1.180560088E+00 1.180632760E+00
6.813000E+12 5.623e+16 315 1.182011577E+00 1.182403600E+00
1.000000E+13 5.623e+16 315 1.18270915E+00 1.18375632E+00
