N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 5.623e+16 335 1.176168569E+00 1.230391005E+00
1.468000E+10 5.623e+16 335 1.188875097E+00 1.230433547E+00
2.154000E+10 5.623e+16 335 1.200381345E+00 1.230496080E+00
3.162000E+10 5.623e+16 335 1.209134772E+00 1.230586690E+00
4.642000E+10 5.623e+16 335 1.215631050E+00 1.230718098E+00
6.813000E+10 5.623e+16 335 1.220394335E+00 1.230907439E+00
1.000000E+11 5.623e+16 335 1.223899176E+00 1.231177600E+00
1.468000E+11 5.623e+16 335 1.226542072E+00 1.231558767E+00
2.154000E+11 5.623e+16 335 1.228639994E+00 1.232087845E+00
3.162000E+11 5.623e+16 335 1.230439423E+00 1.232804781E+00
4.642000E+11 5.623e+16 335 1.232125417E+00 1.233746644E+00
6.813000E+11 5.623e+16 335 1.233824588E+00 1.234935283E+00
1.000000E+12 5.623e+16 335 1.235601636E+00 1.236362495E+00
1.468000E+12 5.623e+16 335 1.237228542E+00 1.237932566E+00
2.154000E+12 5.623e+16 335 1.238410663E+00 1.239801757E+00
3.162000E+12 5.623e+16 335 1.240364692E+00 1.241389887E+00
4.642000E+12 5.623e+16 335 1.242132137E+00 1.242842335E+00
6.813000E+12 5.623e+16 335 1.249212908E+00 1.249146077E+00
1.000000E+13 5.623e+16 335 1.250371848E+00 1.250511080E+00
