N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 5.623e+16 295 1.125424875E+00 1.133781747E+00
1.468000E+10 5.623e+16 295 1.128211514E+00 1.134037657E+00
2.154000E+10 5.623e+16 295 1.130356742E+00 1.134396683E+00
3.162000E+10 5.623e+16 295 1.132098509E+00 1.134890849E+00
4.642000E+10 5.623e+16 295 1.133627734E+00 1.135554728E+00
6.813000E+10 5.623e+16 295 1.135086793E+00 1.136416033E+00
1.000000E+11 5.623e+16 295 1.136568333E+00 1.137485641E+00
1.468000E+11 5.623e+16 295 1.138111636E+00 1.138745035E+00
2.154000E+11 5.623e+16 295 1.140304654E+00 1.140741922E+00
3.162000E+11 5.623e+16 295 1.141976299E+00 1.142279197E+00
4.642000E+11 5.623e+16 295 1.143183720E+00 1.143392560E+00
6.813000E+11 5.623e+16 295 1.148620153E+00 1.149411630E+00
1.000000E+12 5.623e+16 295 1.156352625E+00 1.156468083E+00
1.468000E+12 5.623e+16 295 1.157500052E+00 1.157576422E+00
2.154000E+12 5.623e+16 295 1.158520806E+00 1.158573084E+00
3.162000E+12 5.623e+16 295 1.159192879E+00 1.159218511E+00
4.642000E+12 5.623e+16 295 1.159947982E+00 1.159828118E+00
6.813000E+12 5.623e+16 295 1.160327920E+00 1.160203125E+00
1.000000E+13 5.623e+16 295 1.156647211E+00 1.156640532E+00
