N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 5.623e+16 320 1.178084821E+00 1.211902797E+00
1.468000E+10 5.623e+16 320 1.187597270E+00 1.211921014E+00
2.154000E+10 5.623e+16 320 1.194720994E+00 1.211947682E+00
3.162000E+10 5.623e+16 320 1.199924976E+00 1.211986231E+00
4.642000E+10 5.623e+16 320 1.203667404E+00 1.212042173E+00
6.813000E+10 5.623e+16 320 1.206342468E+00 1.212122977E+00
1.000000E+11 5.623e+16 320 1.208265318E+00 1.212831028E+00
1.468000E+11 5.623e+16 320 1.209679102E+00 1.213870943E+00
2.154000E+11 5.623e+16 320 1.210767213E+00 1.215372006E+00
3.162000E+11 5.623e+16 320 1.211667195E+00 1.217294554E+00
4.642000E+11 5.623e+16 320 1.214438964E+00 1.217717178E+00
6.813000E+11 5.623e+16 320 1.217642986E+00 1.218253965E+00
1.000000E+12 5.623e+16 320 1.218487532E+00 1.218903469E+00
1.468000E+12 5.623e+16 320 1.219300342E+00 1.219631749E+00
2.154000E+12 5.623e+16 320 1.220816312E+00 1.222724252E+00
3.162000E+12 5.623e+16 320 1.226222600E+00 1.226788890E+00
4.642000E+12 5.623e+16 320 1.231385369E+00 1.233398768E+00
6.813000E+12 5.623e+16 320 1.238308386E+00 1.238462523E+00
1.000000E+13 5.623e+16 320 1.239038911E+00 1.239103593E+00
