N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 5.623e+16 300 1.166093435E+00 1.199771843E+00
1.468000E+10 5.623e+16 300 1.170253978E+00 1.199777919E+00
2.154000E+10 5.623e+16 300 1.177124448E+00 1.199786598E+00
3.162000E+10 5.623e+16 300 1.182150874E+00 1.199799177E+00
4.642000E+10 5.623e+16 300 1.186326840E+00 1.199817388E+00
6.813000E+10 5.623e+16 300 1.187455111E+00 1.199843602E+00
1.000000E+11 5.623e+16 300 1.194066908E+00 1.199881182E+00
1.468000E+11 5.623e+16 300 1.198709150E+00 1.199934519E+00
2.154000E+11 5.623e+16 300 1.199173715E+00 1.200008978E+00
3.162000E+11 5.623e+16 300 1.199542323E+00 1.200110977E+00
4.642000E+11 5.623e+16 300 1.199860217E+00 1.200246911E+00
6.813000E+11 5.623e+16 300 1.200158728E+00 1.200421381E+00
1.000000E+12 5.623e+16 300 1.200457107E+00 1.200635320E+00
1.468000E+12 5.623e+16 300 1.200762576E+00 1.200883379E+00
2.154000E+12 5.623e+16 300 1.208143111E+00 1.211663788E+00
3.162000E+12 5.623e+16 300 1.212018335E+00 1.212079128E+00
4.642000E+12 5.623e+16 300 1.212466957E+00 1.212508333E+00
6.813000E+12 5.623e+16 300 1.212718566E+00 1.212746463E+00
1.000000E+13 5.623e+16 300 1.223980117E+00 1.225559376E+00
