N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 5.623e+16 335 1.129387671E+00 1.161730321E+00
1.468000E+10 5.623e+16 335 1.136754489E+00 1.162074781E+00
2.154000E+10 5.623e+16 335 1.143157698E+00 1.162572142E+00
3.162000E+10 5.623e+16 335 1.149422327E+00 1.163282391E+00
4.642000E+10 5.623e+16 335 1.154480927E+00 1.164289535E+00
6.813000E+10 5.623e+16 335 1.158780214E+00 1.165689934E+00
1.000000E+11 5.623e+16 335 1.162736495E+00 1.167598784E+00
1.468000E+11 5.623e+16 335 1.166696114E+00 1.170123064E+00
2.154000E+11 5.623e+16 335 1.170911644E+00 1.172069578E+00
3.162000E+11 5.623e+16 335 1.172676097E+00 1.173183200E+00
4.642000E+11 5.623e+16 335 1.177786176E+00 1.178972509E+00
6.813000E+11 5.623e+16 335 1.182196705E+00 1.182426614E+00
1.000000E+12 5.623e+16 335 1.183728824E+00 1.183943816E+00
1.468000E+12 5.623e+16 335 1.186946325E+00 1.187352655E+00
2.154000E+12 5.623e+16 335 1.191198438E+00 1.191484851E+00
3.162000E+12 5.623e+16 335 1.194576988E+00 1.194849764E+00
4.642000E+12 5.623e+16 335 1.198005095E+00 1.198146666E+00
6.813000E+12 5.623e+16 335 1.204045246E+00 1.204347222E+00
1.000000E+13 5.623e+16 335 1.208579602E+00 1.208650862E+00
