N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 5.623e+16 290 1.121968064E+00 1.128478702E+00
1.468000E+10 5.623e+16 290 1.124195977E+00 1.128715997E+00
2.154000E+10 5.623e+16 290 1.125922473E+00 1.129046973E+00
3.162000E+10 5.623e+16 290 1.127344801E+00 1.129499053E+00
4.642000E+10 5.623e+16 290 1.128616472E+00 1.130099992E+00
6.813000E+10 5.623e+16 290 1.129847675E+00 1.130868998E+00
1.000000E+11 5.623e+16 290 1.131105344E+00 1.131808512E+00
1.468000E+11 5.623e+16 290 1.132350130E+00 1.132834453E+00
2.154000E+11 5.623e+16 290 1.134786876E+00 1.135909989E+00
3.162000E+11 5.623e+16 290 1.139674327E+00 1.140692772E+00
4.642000E+11 5.623e+16 290 1.14058675E+00 1.141654514E+00
6.813000E+11 5.623e+16 290 1.148102199E+00 1.148220394E+00
1.000000E+12 5.623e+16 290 1.149080251E+00 1.149161560E+00
1.468000E+12 5.623e+16 290 1.150017096E+00 1.150072910E+00
2.154000E+12 5.623e+16 290 1.150759266E+00 1.150797515E+00
3.162000E+12 5.623e+16 290 1.151273608E+00 1.151299800E+00
4.642000E+12 5.623e+16 290 1.152245317E+00 1.152852744E+00
6.813000E+12 5.623e+16 290 1.153380121E+00 1.15402583E+00
1.000000E+13 5.623e+16 290 1.1547726E+00 1.15495227E+00
