N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 5.623e+16 315 1.176909300E+00 1.208766178E+00
1.468000E+10 5.623e+16 315 1.184823280E+00 1.208780004E+00
2.154000E+10 5.623e+16 315 1.190661000E+00 1.208800160E+00
3.162000E+10 5.623e+16 315 1.194877498E+00 1.208829503E+00
4.642000E+10 5.623e+16 315 1.197883888E+00 1.208872029E+00
6.813000E+10 5.623e+16 315 1.200018035E+00 1.208933375E+00
1.000000E+11 5.623e+16 315 1.201542780E+00 1.209021220E+00
1.468000E+11 5.623e+16 315 1.206185042E+00 1.209145404E+00
2.154000E+11 5.623e+16 315 1.207796046E+00 1.209318407E+00
3.162000E+11 5.623e+16 315 1.208516024E+00 1.209554272E+00
4.642000E+11 5.623e+16 315 1.209159181E+00 1.209866381E+00
6.813000E+11 5.623e+16 315 1.209782579E+00 1.213183821E+00
1.000000E+12 5.623e+16 315 1.214622054E+00 1.216234794E+00
1.468000E+12 5.623e+16 315 1.216586117E+00 1.216822351E+00
2.154000E+12 5.623e+16 315 1.218223163E+00 1.221197682E+00
3.162000E+12 5.623e+16 315 1.228118602E+00 1.228247550E+00
4.642000E+12 5.623e+16 315 1.228903179E+00 1.228996609E+00
6.813000E+12 5.623e+16 315 1.229448507E+00 1.229553459E+00
1.000000E+13 5.623e+16 315 1.229881072E+00 1.230022061E+00
