N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 5.623e+16 330 1.176780514E+00 1.225061692E+00
1.468000E+10 5.623e+16 330 1.189691928E+00 1.225094268E+00
2.154000E+10 5.623e+16 330 1.199694974E+00 1.225141697E+00
3.162000E+10 5.623e+16 330 1.207196097E+00 1.225210721E+00
4.642000E+10 5.623e+16 330 1.212700154E+00 1.225310956E+00
6.813000E+10 5.623e+16 330 1.216698230E+00 1.225455109E+00
1.000000E+11 5.623e+16 330 1.219615077E+00 1.225661250E+00
1.468000E+11 5.623e+16 330 1.221794021E+00 1.225952191E+00
2.154000E+11 5.623e+16 330 1.223504118E+00 1.226356305E+00
3.162000E+11 5.623e+16 330 1.224951815E+00 1.226904719E+00
4.642000E+11 5.623e+16 330 1.226290767E+00 1.227626456E+00
6.813000E+11 5.623e+16 330 1.227626232E+00 1.228539207E+00
1.000000E+12 5.623e+16 330 1.229013722E+00 1.229637496E+00
1.468000E+12 5.623e+16 330 1.230219127E+00 1.230872458E+00
2.154000E+12 5.623e+16 330 1.231057621E+00 1.232268816E+00
3.162000E+12 5.623e+16 330 1.237119200E+00 1.238052867E+00
4.642000E+12 5.623e+16 330 1.238668226E+00 1.239316447E+00
6.813000E+12 5.623e+16 330 1.240173865E+00 1.240361700E+00
1.000000E+13 5.623e+16 330 1.246794440E+00 1.246879650E+00
