N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 5.623e+16 310 1.174320071E+00 1.206321498E+00
1.468000E+10 5.623e+16 310 1.180815378E+00 1.206332234E+00
2.154000E+10 5.623e+16 310 1.185544270E+00 1.206347832E+00
3.162000E+10 5.623e+16 310 1.188926955E+00 1.206370427E+00
4.642000E+10 5.623e+16 310 1.191321088E+00 1.206403269E+00
6.813000E+10 5.623e+16 310 1.197175418E+00 1.206450633E+00
1.000000E+11 5.623e+16 310 1.198417969E+00 1.206518339E+00
1.468000E+11 5.623e+16 310 1.199319639E+00 1.206614317E+00
2.154000E+11 5.623e+16 310 1.203131160E+00 1.206748147E+00
3.162000E+11 5.623e+16 310 1.206063115E+00 1.206930869E+00
4.642000E+11 5.623e+16 310 1.206582431E+00 1.207173098E+00
6.813000E+11 5.623e+16 310 1.207080784E+00 1.210188294E+00
1.000000E+12 5.623e+16 310 1.212074118E+00 1.217255101E+00
1.468000E+12 5.623e+16 310 1.218132293E+00 1.218333986E+00
2.154000E+12 5.623e+16 310 1.218663608E+00 1.218801666E+00
3.162000E+12 5.623e+16 310 1.219332345E+00 1.219428007E+00
4.642000E+12 5.623e+16 310 1.219951682E+00 1.220017826E+00
6.813000E+12 5.623e+16 310 1.220398799E+00 1.220456849E+00
1.000000E+13 5.623e+16 310 1.231389955E+00 1.231481461E+00
