fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
0T01 9:02:10 294.9 39.32 1.000E+000 7.500E-001 2.212E-006 1.373E+004 2.923E+000 2.953E-008 1.648E-007 1.459E-003 1.648E-007 6.010E-011 2.500E-001 7.000E-004 7.456E-008 2.652E-003 
0T02 9:04:08 295 39.3 1.000E+000 7.500E-001 2.235E-006 1.401E+004 2.938E+000 2.904E-008 1.916E-007 1.706E-003 1.916E-007 8.162E-011 2.497E-001 9.000E-004 7.945E-008 2.645E-003 
0T03 9:05:56 295 39.3 1.000E+000 7.500E-001 2.253E-006 1.399E+004 2.927E+000 2.948E-008 1.465E-007 1.309E-003 1.465E-007 4.779E-011 2.492E-001 7.000E-004 5.708E-008 1.540E-003 
0T11 9:12:06 294.6 39.36 1.000E+000 7.500E-001 2.144E-006 1.432E+004 2.970E+000 2.768E-008 9.739E-008 8.791E-004 9.739E-008 2.125E-011 2.482E-001 4.000E-004 4.205E-008 1.593E-003 
0T12 9:14:04 294.8 39.33 1.000E+000 7.500E-001 2.180E-006 1.463E+004 2.968E+000 2.785E-008 2.142E-009 1.956E-005 2.142E-009 5.550E+002 5.550E+002 5.550E+002 5.550E+002 1.654E-003 
0T13 9:16:26 295 39.3 1.000E+000 7.500E-001 2.193E-006 1.474E+004 2.972E+000 2.779E-008 4.836E-008 4.403E-004 4.836E-008 5.281E-012 2.480E-001 2.000E-004 1.542E-008 1.509E-003 
0T14 9:18:22 295.1 39.29 1.000E+000 7.500E-001 2.198E-006 1.460E+004 2.971E+000 2.795E-008 1.031E-007 9.315E-004 1.031E-007 2.391E-011 2.489E-001 5.000E-004 3.675E-008 1.556E-003 
0T15 9:20:46 294.9 39.32 1.000E+000 7.500E-001 2.179E-006 1.463E+004 2.966E+000 2.785E-008 8.732E-008 7.934E-004 8.731E-008 1.733E-011 2.502E-001 4.000E-004 3.233E-008 1.594E-003 
0T16 9:26:22 295.2 39.28 1.000E+000 7.500E-001 2.243E-006 1.513E+004 2.975E+000 2.790E-008 8.392E-008 7.725E-004 8.392E-008 1.620E-011 2.499E-001 4.000E-004 2.963E-008 1.645E-003 
0T17 9:31:32 294.9 39.32 1.000E+000 7.500E-001 2.202E-006 1.464E+004 2.964E+000 2.818E-008 1.004E-007 9.162E-004 1.004E-007 2.282E-011 2.482E-001 5.000E-004 3.469E-008 1.582E-003 
0T18 9:37:56 295.1 39.29 1.000E+000 7.500E-001 2.273E-006 1.475E+004 2.964E+000 2.858E-008 9.998E-008 9.158E-004 9.997E-008 2.272E-011 2.481E-001 5.000E-004 3.451E-008 1.534E-003 
0T19 9:42:12 295.1 39.29 1.000E+000 7.500E-001 2.250E-006 1.524E+004 2.973E+000 2.791E-008 5.960E-008 5.531E-004 5.960E-008 8.187E-012 2.484E-001 3.000E-004 1.651E-008 1.513E-003 
0T20 9:47:26 294.9 39.32 1.000E+000 7.500E-001 2.277E-006 1.454E+004 2.959E+000 2.876E-008 1.056E-007 9.661E-004 1.056E-007 2.550E-011 2.500E-001 5.000E-004 4.007E-008 5.460E-003 
0T21 9:52:20 295 39.3 1.000E+000 7.500E-001 2.309E-006 1.465E+004 2.960E+000 2.879E-008 1.046E-007 9.586E-004 1.046E-007 2.504E-011 2.498E-001 5.000E-004 3.917E-008 1.526E-003 
0T22 9:57:32 295 39.3 1.000E+000 7.500E-001 2.280E-006 1.462E+004 2.958E+000 2.877E-008 1.026E-007 9.391E-004 1.026E-007 2.401E-011 2.492E-001 5.000E-004 3.710E-008 1.502E-003 
0T23 10:02:22 295.1 39.29 1.000E+000 7.500E-001 2.323E-006 1.469E+004 2.963E+000 2.875E-008 1.077E-007 9.855E-004 1.077E-007 2.655E-011 2.502E-001 5.000E-004 4.217E-008 1.769E-003 
0T24 10:12:52 295.1 39.29 1.000E+000 7.500E-001 2.311E-006 1.469E+004 2.957E+000 2.897E-008 1.079E-007 9.896E-004 1.079E-007 2.672E-011 2.503E-001 5.000E-004 4.253E-008 1.583E-003 
0T25 10:21:24 295 39.3 1.000E+000 7.500E-001 2.327E-006 1.463E+004 2.957E+000 2.897E-008 1.058E-007 9.715E-004 1.058E-007 2.571E-011 2.501E-001 5.000E-004 4.053E-008 1.680E-003 
0T26 10:37:34 295.1 39.29 1.000E+000 7.500E-001 2.303E-006 1.380E+004 2.918E+000 3.081E-008 2.251E-007 2.014E-003 2.250E-007 1.136E-010 2.505E-001 1.000E-003 1.024E-007 1.437E-003 
0T27 10:50:34 295.2 39.28 1.000E+000 7.500E-001 2.350E-006 1.490E+004 2.962E+000 2.900E-008 9.344E-008 8.633E-004 9.343E-008 2.007E-011 2.489E-001 4.000E-004 3.936E-008 1.498E-003 
