X Y Yfit
1.5080000E-1 3.1230000E-8 2.9667885E-8
1.6210000E-1 4.1640000E-8 3.6297842E-8
1.7180000E-1 4.6850000E-8 4.3275435E-8
1.8150000E-1 5.2050000E-8 5.1730321E-8
1.9160000E-1 6.2470000E-8 6.2469975E-8
2.0130000E-1 7.2880000E-8 7.5077111E-8
2.1130000E-1 8.3290000E-8 9.0979434E-8
2.2240000E-1 1.0410000E-7 1.1293045E-7
2.3220000E-1 1.3010000E-7 1.3698941E-7
2.4180000E-1 1.5100000E-7 1.6583298E-7
2.5170000E-1 1.9260000E-7 2.0230321E-7
2.6160000E-1 2.3950000E-7 2.4717453E-7
2.7270000E-1 2.9150000E-7 3.0990451E-7
2.8230000E-1 3.6440000E-7 3.7727386E-7
2.9220000E-1 4.5290000E-7 4.6251725E-7
3.0210000E-1 5.6740000E-7 5.6739990E-7
3.1200000E-1 7.0790000E-7 6.9638995E-7
3.2300000E-1 9.0050000E-7 8.7464427E-7
3.3280000E-1 1.1140000E-6 1.0715973E-6
3.4260000E-1 1.3740000E-6 1.3126709E-6
3.5240000E-1 1.6970000E-6 1.6073416E-6
3.6230000E-1 2.0870000E-6 1.9709551E-6
3.7340000E-1 2.6290000E-6 2.4745653E-6
3.8320000E-1 3.2380000E-6 3.0212221E-6
3.9310000E-1 3.9510000E-6 3.6903008E-6
4.0280000E-1 4.7840000E-6 4.4808251E-6
4.1250000E-1 5.7880000E-6 5.4283301E-6
4.2250000E-1 6.9810000E-6 6.5966352E-6
4.3370000E-1 8.5420000E-6 8.1732624E-6
4.4340000E-1 1.0180000E-5 9.8012696E-6
4.5330000E-1 1.2110000E-5 1.1746853E-5
4.6320000E-1 1.4260000E-5 1.4010484E-5
4.7300000E-1 1.6750000E-5 1.6593465E-5
4.8400000E-1 1.9930000E-5 1.9930006E-5
4.9370000E-1 2.3120000E-5 2.3278803E-5
5.0380000E-1 2.6710000E-5 2.7187861E-5
5.1340000E-1 3.0690000E-5 3.1312495E-5
5.2350000E-1 3.5080000E-5 3.6086684E-5
5.3460000E-1 4.0550000E-5 4.1845562E-5
5.4430000E-1 4.5810000E-5 4.7309827E-5
5.5420000E-1 5.1550000E-5 5.3290371E-5
5.6390000E-1 5.7890000E-5 5.9531479E-5
5.7360000E-1 6.4580000E-5 6.6133766E-5
5.8470000E-1 7.2700000E-5 7.4109515E-5
5.9450000E-1 8.0490000E-5 8.1503198E-5
6.0440000E-1 8.8650000E-5 8.9286771E-5
6.1440000E-1 9.7450000E-5 9.7449925E-5
6.2410000E-1 1.0670000E-4 1.0563874E-4
6.3410000E-1 1.1660000E-4 1.1434117E-4
6.4510000E-1 1.2800000E-4 1.2419798E-4
6.5490000E-1 1.3880000E-4 1.3321258E-4
6.6480000E-1 1.5000000E-4 1.4252667E-4
