Ytrue Ypred RelError Label
1.780000e+11 1.321963e+11 2.573242e-01 SC2973
2.150000e+11 2.085852e+11 2.983630e-02 SC312v2
2.670000e+11 2.784063e+11 4.272035e-02 SC312v6
7.090000e+12 8.476219e+12 1.955175e-01 SC3132v3
3.870000e+12 4.286294e+12 1.075696e-01 SC3132v5
1.910000e+12 1.695880e+12 1.121048e-01 SC3152v1
3.100000e+12 2.971175e+12 4.155646e-02 SC3152v3
3.630000e+11 2.714223e+11 2.522802e-01 SC320v10
4.500000e+11 3.690048e+11 1.799893e-01 SC320v7
1.940000e+11 2.670807e+11 3.767047e-01 SC3252v1
1.170000e+11 1.427416e+11 2.200137e-01 SC3383v1
9.310000e+11 1.149386e+12 2.345714e-01 SC3383v2
8.780000e+12 9.216400e+12 4.970388e-02 SC3411v10
7.570000e+12 7.467399e+12 1.355365e-02 SC3411v9
7.170000e+11 8.410188e+11 1.729690e-01 SC342v1
5.310000e+12 3.974704e+12 2.514682e-01 SC3491v2
7.230000e+12 2.989351e+12 5.865352e-01 SC3492v1
1.630000e+13 1.433309e+13 1.206695e-01 SC3501v6
1.600000e+13 1.017873e+13 3.638293e-01 SC3501v9
9.880000e+12 1.240495e+13 2.555617e-01 SC3502v10
1.520000e+13 1.154403e+13 2.405244e-01 SC3502v8
1.440000e+13 1.506240e+13 4.599971e-02 SC3503
1.490000e+12 1.365116e+12 8.381508e-02 SC3753v2
3.000000e+12 3.050277e+12 1.675906e-02 SC3753v5
3.200000e+12 3.671416e+12 1.473175e-01 SC3753v7
4.480000e+12 4.261965e+12 4.866854e-02 SC4023v2
7.210000e+12 8.579519e+12 1.899471e-01 SC4023v3
2.070000e+12 2.491678e+12 2.037091e-01 SC4023v5
