Ytrue Ypred RelError Label
1.780000e+11 1.305508e+11 2.665685e-01 SC2973
2.150000e+11 2.052842e+11 4.518975e-02 SC312v2
2.670000e+11 2.520046e+11 5.616265e-02 SC312v6
7.090000e+12 6.703067e+12 5.457453e-02 SC3132v3
3.870000e+12 3.636612e+12 6.030699e-02 SC3132v5
1.910000e+12 1.700616e+12 1.096250e-01 SC3152v1
3.100000e+12 2.887484e+12 6.855367e-02 SC3152v3
3.630000e+11 2.808094e+11 2.264205e-01 SC320v10
4.500000e+11 3.013815e+11 3.302634e-01 SC320v7
1.940000e+11 1.933901e+11 3.143807e-03 SC3252v1
1.170000e+11 1.396791e+11 1.938384e-01 SC3383v1
9.310000e+11 9.907936e+11 6.422512e-02 SC3383v2
8.780000e+12 6.249421e+12 2.882208e-01 SC3411v10
7.570000e+12 6.443323e+12 1.488345e-01 SC3411v9
7.170000e+11 6.934701e+11 3.281720e-02 SC342v1
5.310000e+12 2.162008e+12 5.928422e-01 SC3491v2
7.230000e+12 2.269479e+12 6.861025e-01 SC3492v1
1.630000e+13 5.984792e+12 6.328349e-01 SC3501v6
1.600000e+13 5.702205e+12 6.436122e-01 SC3501v9
9.880000e+12 5.192698e+12 4.744233e-01 SC3502v10
1.520000e+13 5.999567e+12 6.052916e-01 SC3502v8
1.440000e+13 6.082618e+12 5.775960e-01 SC3503
1.490000e+12 1.615224e+12 8.404309e-02 SC3753v2
3.000000e+12 3.135196e+12 4.506523e-02 SC3753v5
3.200000e+12 3.459569e+12 8.111518e-02 SC3753v7
4.480000e+12 4.089714e+12 8.711736e-02 SC4023v2
7.210000e+12 6.554357e+12 9.093517e-02 SC4023v3
2.070000e+12 2.299832e+12 1.110297e-01 SC4023v5
