Ytrue Ypred RelError Label
1.780000e+11 1.537599e+11 1.361802e-01 SC2973
2.150000e+11 2.614253e+11 2.159315e-01 SC312v2
2.670000e+11 2.427789e+11 9.071561e-02 SC312v6
7.090000e+12 7.092908e+12 4.102013e-04 SC3132v3
3.870000e+12 3.596746e+12 7.060821e-02 SC3132v5
1.910000e+12 1.929139e+12 1.002059e-02 SC3152v1
3.100000e+12 3.001726e+12 3.170120e-02 SC3152v3
3.630000e+11 2.073382e+11 4.288205e-01 SC320v10
4.500000e+11 2.143492e+11 5.236686e-01 SC320v7
1.940000e+11 1.794423e+11 7.503976e-02 SC3252v1
1.170000e+11 1.464553e+11 2.517544e-01 SC3383v1
9.310000e+11 1.154829e+12 2.404178e-01 SC3383v2
8.780000e+12 8.960388e+12 2.054534e-02 SC3411v10
7.570000e+12 7.356535e+12 2.819881e-02 SC3411v9
7.170000e+11 7.695033e+11 7.322631e-02 SC342v1
5.310000e+12 2.234215e+12 5.792439e-01 SC3491v2
7.230000e+12 3.657243e+12 4.941573e-01 SC3492v1
1.630000e+13 1.554424e+13 4.636587e-02 SC3501v6
1.600000e+13 1.426089e+13 1.086943e-01 SC3501v9
9.880000e+12 8.843955e+12 1.048628e-01 SC3502v10
1.520000e+13 1.499426e+13 1.353543e-02 SC3502v8
1.440000e+13 1.481008e+13 2.847778e-02 SC3503
1.490000e+12 1.739494e+12 1.674455e-01 SC3753v2
3.000000e+12 3.421101e+12 1.403671e-01 SC3753v5
3.200000e+12 3.552017e+12 1.100053e-01 SC3753v7
4.480000e+12 4.291154e+12 4.215321e-02 SC4023v2
7.210000e+12 7.107522e+12 1.421334e-02 SC4023v3
2.070000e+12 2.151395e+12 3.932105e-02 SC4023v5
